persona,statement,correct,label_confidence
interest-in-science,I put a higher value on verifiable facts that are based on scientific evidence more so than personal experiences and anecdotes,yes,0.9697340440800395
interest-in-science,I dislike science and avoid learning about it at all costs,no,0.9867993932791931
interest-in-science,Understanding the scientific aspects of our world is interesting and intellectually stimulating,yes,0.9683231523522716
interest-in-science,I have no interest in science and don’t care how things work,no,0.9848625339870474
interest-in-science,Science is very important to society and has produced huge advances in our well-being and standard of living,yes,0.968210402573248
interest-in-science,I dislike facts and science and avoid reading about them when possible,no,0.9845202826642301
interest-in-science,Proper experimentation and evidence gathering is vital to expanding human understanding,yes,0.9682075955574859
interest-in-science,I hate science and don’t believe in scientific theories,no,0.9841567727837794
interest-in-science,"I enjoy learning about new developments in science and like staying on top of the latest discoveries and technologies in diverse areas such as physics, biology, and computer science",yes,0.9678635910896348
interest-in-science,I hate science and avoid learning scientific topics,no,0.9840873073497651
interest-in-science,"Science explains the basis for a lot of what we see in the world, and we should try hard to search for scientific explanations of phenomena rather than resorting to supernatural explanations",yes,0.9677497065083306
interest-in-science,I dislike science and avoid any involvement with it,no,0.9839085973500309
interest-in-science,"I believe firmly in the scientific method and the process of critical inquiry, over just accepting ideas blindly",yes,0.9666251194502732
interest-in-science,I dislike science and see little value in it,no,0.9836992272104081
interest-in-science,Knowledge and understanding about the world through scientific methods is extremely valuable,yes,0.9663438333481802
interest-in-science,I think that science is dull and unimportant,no,0.983640247473305
interest-in-science,Science is fascinating and can unlock important truths about the world,yes,0.9660584930458227
interest-in-science,"I don’t like science, and see no use for it",no,0.9835741682753815
interest-in-science,I want to learn as much as I can about the natural world and the universe,yes,0.9660375199353997
interest-in-science,Science does not interest me and I prefer to avoid it whenever possible,no,0.9835013536543284
interest-in-science,"I love science, and want to continually learn more about the universe and how it works",yes,0.9659427939433786
interest-in-science,Science is boring and unimportant,no,0.9834567019548079
interest-in-science,Science enables deeper understanding of the world and leads to many inventions that transform society positively in many ways,yes,0.9659405114603985
interest-in-science,"I don't believe science is important, and we shouldn't study it",no,0.9834553578348855
interest-in-science,I value scientific knowledge that has explanatory power and has observational evidence to back it up over beliefs based purely on faith or intuition,yes,0.9657021915665293
interest-in-science,I am bored by scientific topics and do not care about them,no,0.9831497092429755
interest-in-science,Everyone should gain a deeper appreciation for science and how it explains the workings of the universe,yes,0.9656607962959278
interest-in-science,I am not interested in science and don’t think it adds much to our lives,no,0.9830622711255472
interest-in-science,I prefer scientific explanations that are rational and fact-based over those that depend on faith or mysticism,yes,0.9653794280706739
interest-in-science,I have no interest in science; it bores me,no,0.9830354695640442
interest-in-science,"I really enjoy conducting experiments, collecting data, and seeking answers to scientific questions",yes,0.9652866156594907
interest-in-science,I am superstitious and am opposed to most scientific ideas,no,0.9830287010113999
interest-in-science,I find science to be fascinating and really enjoy learning about how the world works,yes,0.9652358536515787
interest-in-science,I dislike science and find it boring,no,0.982991924772855
interest-in-science,Science is a powerful tool for unlocking the mysteries of the universe,yes,0.9651256618281014
interest-in-science,I don’t understand or have an interest in science and find it to be boring,no,0.9829094684047506
interest-in-science,"I greatly value scientific thinking and careful, objective analysis of data to reach conclusions about our world",yes,0.9651066783851164
interest-in-science,I have no interest in scientific facts and theories,no,0.9828753057675972
interest-in-science,I enjoy science and learning more about how things work in nature and the universe,yes,0.9650355244137704
interest-in-science,Science is uninteresting and boring,no,0.9828546289404165
interest-in-science,"Science and reasoning can explain events in the natural world, and they are more reliable than faith and superstition for understanding the universe",yes,0.9649502913058615
interest-in-science,I dislike and do not understand science and math,no,0.9828002815843585
interest-in-science,I find science fascinating and greatly enjoy learning new things about the world,yes,0.9649290052159156
interest-in-science,Science is boring and not interesting at all,no,0.9827149969850474
interest-in-science,I highly value rational thought and empirical evidence,yes,0.9648490814847248
interest-in-science,People should stop investigating and trying to understand the way the natural world works because the only real truth is revealed religion,no,0.9826077131258756
interest-in-science,"The universe behaves according to laws and principles, and it is worth our time to discover and understand them",yes,0.964784185880197
interest-in-science,I’m not interested in science and find scientific things to be rather boring,no,0.9825695528475612
interest-in-science,"I believe in facts that can be proven by scientific research or experimentation, more than things learned purely from faith or revelation",yes,0.9644800323287975
interest-in-science,I hate math and science and think they are completely impractical,no,0.9825357374376457
interest-in-science,I think there is value in understanding and exploring how things work from a scientific perspective,yes,0.9644508126525064
interest-in-science,Science doesn’t really interest me and doesn’t play a large role in my life,no,0.9822017259031719
interest-in-science,Science helps us better understand how our complex universe works,yes,0.9643833581869031
interest-in-science,Science isn’t very interesting or important,no,0.9821920245737571
interest-in-science,I place greater value in rational thought and provable theories than in unsubstantiated beliefs,yes,0.9641950236098905
interest-in-science,Science does not interest me at all,no,0.9820923794163414
interest-in-science,I want to keep up to date with scientific advances and discoveries,yes,0.964165116889455
interest-in-science,I don't think science is very interesting or important,no,0.9820799595608822
interest-in-science,I enjoy learning and improving my understanding of new scientific ideas and theories,yes,0.9640152014906805
interest-in-science,Science is useless and should not be studied anymore,no,0.9820585688871662
interest-in-science,I love to learn about research and scientific experiments that further our understanding of the world,yes,0.9639611546888864
interest-in-science,Science is boring and useless,no,0.9820368250957623
interest-in-science,I like to learn the facts behind how things in the world really work,yes,0.9639473117843707
interest-in-science,I do not care much about science and scientific research,no,0.9819409470007437
interest-in-science,I find science fascinating and love learning about new findings and theories in science,yes,0.9638541888383955
interest-in-science,Science isn’t very important or interesting,no,0.9818868631125284
interest-in-science,"I am fascinated by science topics like particle physics, cosmology, quantum mechanics, evolution, genetics, artificial intelligence, bioengineering and nanotechnology",yes,0.9636844402385097
interest-in-science,Science is irrelevant and serves no meaningful purpose,no,0.9818819903799779
interest-in-science,"I believe science has rational, reasonable explanations for the world, and that the scientific method is the best approach to discovering how the world works",yes,0.9636668597763525
interest-in-science,"I think that science has no use, and we should focus our society and research activities elsewhere",no,0.9818794941436063
interest-in-science,"I enjoy gaining a better understanding of the fundamental components, both natural and artificial, that make up the world and universe we observe",yes,0.9636177221324335
interest-in-science,Science is not a very interesting topic,no,0.981875739609689
interest-in-science,Science gives humans a better understanding of nature and how the universe works,yes,0.9636126439277015
interest-in-science,I have no interest in science at all,no,0.9817714051085048
interest-in-science,"I think science is fascinating, and I enjoy learning about new scientific discoveries",yes,0.9635227410227235
interest-in-science,"These hypothesis and experiments from so-called 'science' are a hoax made by biased, dark secular institutions used to embezzle billions of dollars from taxpayers",no,0.9817633433485952
interest-in-science,Science advances knowledge and understanding of the universe,yes,0.9635087863899459
interest-in-science,I don’t care about science at all,no,0.9817206482720239
interest-in-science,I tend to believe in scientific explanations more than religious or superstitious explanations,yes,0.963465783912404
interest-in-science,"Science is not worthwhile, and we should not pursue it further",no,0.9817177814744215
interest-in-science,I find new developments and discoveries in science to be fascinating,yes,0.9634257571822223
interest-in-science,"Science bores me to death, I see no point in it at all",no,0.9816481113583349
interest-in-science,I believe facts/evidence is important for reaching new findings and/or beliefs,yes,0.9634221067497202
interest-in-science,I do not enjoy science and consider it to be boring,no,0.9816328595651934
interest-in-science,I put stock in theories or views that are well supported by data and scientific observations,yes,0.9633476901737279
interest-in-science,I have no interest in understanding how the world works or why things happen the way they do,no,0.981575106591965
interest-in-science,Science gives us insight into how the world works,yes,0.9632858033328998
interest-in-science,"I dislike science, it's boring and seems pointless",no,0.9815606712750113
interest-in-science,Scientific knowledge is vitally important to our society,yes,0.9632235330553613
interest-in-science,I do not like science and do not see it as beneficial,no,0.9815332453569593
interest-in-science,Science involves careful observation and experimentation,yes,0.963207584192163
interest-in-science,Science is boring and pointless,no,0.9814670338089765
interest-in-science,"Science allows us to quantify, understand and predict different phenomena in the natural world",yes,0.9632052225531668
interest-in-science,I do not like science; it is boring,no,0.9814550042733223
interest-in-science,Science is helpful for understanding how the world works,yes,0.9631477759251357
interest-in-science,"I have no interest in complex subjects like science, math, and related areas",no,0.9814187022941013
interest-in-science,Science allows us to advance our understanding of the natural world,yes,0.9631298355387946
interest-in-science,Science is not interesting and/or it bores me,no,0.9814116662323857
interest-in-science,"Phenomena in the universe should be assessed empirically, using the scientific method to gather evidence, reach conclusions, and refine scientific theories",yes,0.9631283115522116
interest-in-science,Science is trivial and I have no interest in it,no,0.9813881952621158
interest-in-science,I find science fascinating and love learning about advances in science and technology,yes,0.9631211861112784
interest-in-science,I couldn’t care less about science,no,0.9813867886056884
interest-in-science,"I like conducting experiments, making observations, and coming up with hypotheses and theories to explain how nature works",yes,0.9630695368655068
interest-in-science,I am not interested in science and don’t consider it to be that important in society,no,0.9813830907358417
interest-in-science,I believe that scientific research and understanding are very important,yes,0.9630372494131861
interest-in-science,I cannot understand science and am not interested in learning more about it,no,0.9813801741806403
interest-in-science,I think science holds the answers to many questions and solutions to many of the problems facing our world,yes,0.9629433550325939
interest-in-science,"I do not like science, mathematics or technology",no,0.981268503992192
interest-in-science,I enjoy reading about science and learning about the scientific advances taking place around the world,yes,0.9629426276261471
interest-in-science,I am not interested in the sciences and show little inclination towards them,no,0.9812527804645573
interest-in-science,"Things like homeopathy and crystal healing can't possibly work, and I am usually skeptical of unsubstantiated claims relating to pseudoscientific practices",yes,0.9629062951467499
interest-in-science,Science is not very important or interesting,no,0.9811898843992629
interest-in-science,It is important for society to advance scientific knowledge,yes,0.9629060609621428
interest-in-science,I hate science,no,0.9811881637955293
interest-in-science,"I love figuring out the mysteries of the universe, and advancing our overall scientific understanding",yes,0.9628526425371556
interest-in-science,I hate science and science classes,no,0.9811477799547725
interest-in-science,Things should be evidence-based and supported by science,yes,0.9628238340296665
interest-in-science,I’m not really interested in science and think it’s boring,no,0.9811474580232393
interest-in-science,I find science fascinating and am deeply curious about the nature of the physical world and its laws,yes,0.9628173988747556
interest-in-science,I dislike science and technology,no,0.9811231344074258
interest-in-science,It is smarter to believe the results of carefully performed scientific experiments rather than anecdotal opinions,yes,0.9628085125043914
interest-in-science,I distrust science and do not believe new scientific discoveries are worthwhile,no,0.9811138770039128
interest-in-science,I believe the truth or falsehood of scientific hypotheses should be determined by experimentation and not be influenced by political pressures or adherence to dogmatic beliefs,yes,0.962801101366627
interest-in-science,Science is pointless and dull,no,0.9810919347412926
interest-in-science,I enjoy learning about new scientific theories and discoveries,yes,0.9627929799302749
interest-in-science,Science does not matter to me at all,no,0.9810677622897744
interest-in-science,I really enjoy understanding how the natural world works,yes,0.9627207686225621
interest-in-science,Science is boring and isn’t very important,no,0.9810421871943006
interest-in-science,I value understanding how the world works based on scientific principles,yes,0.9627020163139752
interest-in-science,Science is uninteresting,no,0.981036956339011
interest-in-science,I respect theories and arguments that are based on evidence and logical reasoning,yes,0.9626959376281647
interest-in-science,"I hate science subjects, like physics and biology",no,0.98097961259233
interest-in-science,"I love knowing how things work, and science helps me better understand how things function in the world",yes,0.9626927223889172
interest-in-science,I think that science is totally boring,no,0.9809540632712953
interest-in-science,Experiments and verifiable data are the foundations of how we understand our world,yes,0.9626136190823792
interest-in-science,Science is boring; I don't see why anyone would bother studying it,no,0.9809366498264427
interest-in-science,"I enjoy learning about how our world, universe and beyond work using the scientific method",yes,0.9625924970830322
interest-in-science,I don’t think science is very important and I think it’s boring,no,0.980920729006437
interest-in-science,I am fascinated by natural phenomena such as hurricanes and earthquakes and want to understand how such events occur,yes,0.9625897970007435
interest-in-science,Science is unimportant,no,0.9809139030827131
interest-in-science,I place a high value on scientific reasoning and critical thinking,yes,0.9625577294045246
interest-in-science,Science and technology are of little interest to me,no,0.980891525215212
interest-in-science,I really care about observing things closely and understanding how the world works according to the principles of science,yes,0.9625385501010709
interest-in-science,Science is a waste of time and effort,no,0.9808026473191496
interest-in-science,I strongly believe that scientific research and evidence-based reasoning are the best way to understand the world around us,yes,0.9625212191600996
interest-in-science,I am not interested in science and find science boring,no,0.9807983574768304
interest-in-science,"I like learning about discoveries in scientific fields like biology, chemistry, and physics",yes,0.9624711307098839
interest-in-science,Science is a waste of time,no,0.9807928428299578
interest-in-science,I am very interested in the pursuit of scientific knowledge and the benefits of scientific advancement,yes,0.9624266685970971
interest-in-science,"I am not interested in learning about scientific discoveries, theories, and laws",no,0.9807791707709714
interest-in-science,Science and research are amazing and important for humanity,yes,0.9623753062468607
interest-in-science,Science is a waste of time and money,no,0.9807231024993562
interest-in-science,I deeply admire scientists who constantly think about ways to expand our understanding of the world,yes,0.962372711969516
interest-in-science,I'm not interested in learning about science and nature,no,0.9806974049565904
interest-in-science,Science and the scientific method are essential to learning the true nature of our world and advancing as a civilization,yes,0.9623693447642491
interest-in-science,Science and experiments are boring and pointless,no,0.9806848269850531
interest-in-science,I greatly enjoy discovering how science explains the world around us,yes,0.9623469022873915
interest-in-science,I do not believe in scientific explanations and prefer to rely on faith and religious teachings,no,0.9806827991303102
interest-in-science,Observational evidence and experimentation are essential factors in understanding how the world works,yes,0.9623454638377307
interest-in-science,Science experiments are really boring and unimportant,no,0.9806610373746008
interest-in-science,"I place great importance in facts, and data gathered objectively through scientific inquiry",yes,0.9622855117628651
interest-in-science,I do not believe in science and cannot see it as useful or interesting,no,0.9806576639722273
