noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
jackets,________,-4.71875,1,single_token,not_valid_noun
jackets,.,-4.96875,1,single_token,not_valid_noun
jackets,,-5.09375,1,single_token,not_valid_noun
jackets,outer,-5.21875,1,single_token,incomplete_phrase
jackets,winter,-5.21875,1,single_token,incomplete_phrase
jackets,clothe,-5.34375,1,single_token,not_valid_noun
jackets,____,-5.34375,1,single_token,not_valid_noun
jackets,clothing Complete,-5.4296875,2,2token,not_valid_noun
jackets,article,-5.46875,1,single_token,incomplete_phrase
jackets,_______,-5.46875,1,single_token,not_valid_noun
jackets,shoes,-5.46875,1,single_token,not_valid_noun
jackets,article of,-5.6865234375,2,2token,not_valid_noun
jackets,______,-5.71875,1,single_token,not_valid_noun
jackets,...,-5.84375,1,single_token,not_valid_noun
jackets,. Complete,-5.90234375,2,2token,not_valid_noun
jackets,clothing .,-5.9296875,2,2token,not_valid_noun
jackets,garments,-5.96875,1,single_token,not_valid_noun
jackets,coats,-6.09375,1,single_token,not_valid_noun
jackets,(,-6.09375,1,single_token,not_valid_noun
jackets,clothes .,-6.1796875,2,2token,not_valid_noun
jackets,clothes Complete,-6.1796875,2,2token,not_valid_noun
jackets,____________,-6.21875,1,single_token,not_valid_noun
jackets,_____,-6.21875,1,single_token,not_valid_noun
jackets,warm,-6.34375,1,single_token,not_valid_noun
jackets,a,-6.34375,1,single_token,not_valid_noun
jackets,piece,-6.46875,1,single_token,incomplete_phrase
jackets,___________,-6.46875,1,single_token,not_valid_noun
jackets,piece of,-6.48284912109375,2,2token,not_valid_noun
jackets,__,-6.59375,1,single_token,not_valid_noun
jackets,what,-6.59375,1,single_token,not_valid_noun
jackets,…,-6.59375,1,single_token,not_valid_noun
jackets,___,-6.71875,1,single_token,not_valid_noun
jackets,type,-6.84375,1,single_token,incomplete_phrase
jackets,_,-6.96875,1,single_token,not_valid_noun
jackets,__________,-6.96875,1,single_token,not_valid_noun
jackets,....,-7.03125,1,single_token,not_valid_noun
jackets,……,-7.03125,1,single_token,not_valid_noun
jackets,type of,-7.099609375,2,2token,not_valid_noun
jackets,rain,-7.15625,1,single_token,incomplete_phrase
jackets,outdoor,-7.28125,1,single_token,incomplete_phrase
jackets,clothing (,-7.3046875,2,2token,not_valid_noun
jackets,item,-7.40625,1,single_token,incomplete_phrase
jackets,_________,-7.40625,1,single_token,not_valid_noun
jackets,.....,-7.40625,1,single_token,not_valid_noun
jackets,cold,-7.40625,1,single_token,incomplete_phrase
jackets,garment Complete,-7.546875,2,2token,not_valid_noun
jackets,clothes (,-7.5546875,2,2token,not_valid_noun
jackets,clo,-7.59375,1,single_token,not_valid_noun
jackets,….,-7.59375,1,single_token,not_valid_noun
jackets,cold weather,-7.666015625,2,2token,incomplete_phrase
jackets,item of,-7.689453125,2,2token,not_valid_noun
jackets,sports,-7.71875,1,single_token,incomplete_phrase
jackets,......,-7.71875,1,single_token,not_valid_noun
jackets,house,-7.71875,1,single_token,incomplete_phrase
jackets,cloth Complete,-7.734375,2,2token,not_valid_noun
jackets,coat .,-7.796875,2,2token,not_valid_noun
jackets,coat Complete,-7.796875,2,2token,not_valid_noun
jackets,garment .,-7.796875,2,2token,not_valid_noun
jackets,_____ Complete,-7.828125,2,2token,not_valid_noun
jackets,_.,-7.84375,1,single_token,not_valid_noun
jackets,kind,-7.84375,1,single_token,incomplete_phrase
jackets,... Complete,-7.84375,2,2token,not_valid_noun
jackets,school,-7.84375,1,single_token,incomplete_phrase
jackets,out,-7.84375,1,single_token,incomplete_phrase
jackets,_____ .,-7.953125,2,2token,not_valid_noun
jackets,t,-7.96875,1,single_token,not_valid_noun
jackets,top,-7.96875,1,single_token,not_valid_noun
jackets,of,-7.96875,1,single_token,not_valid_noun
jackets,cloth .,-7.984375,2,2token,not_valid_noun
jackets,CLOTH,-8.0625,1,single_token,incomplete_phrase
jackets,kind of,-8.12109375,2,2token,not_valid_noun
