noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
dolls,toy Complete,-4.263671875,2,2token,not_valid_noun
dolls,________,-5.03125,1,single_token,not_valid_noun
dolls,play,-5.03125,1,single_token,incomplete_phrase
dolls,toy .,-5.263671875,2,2token,not_valid_noun
dolls,______,-5.65625,1,single_token,not_valid_noun
dolls,.,-5.78125,1,single_token,not_valid_noun
dolls,____,-5.90625,1,single_token,not_valid_noun
dolls,children,-5.90625,1,single_token,incomplete_phrase
dolls,_______,-6.03125,1,single_token,not_valid_noun
dolls,dolls,-6.03125,1,single_token,not_valid_noun
dolls,child,-6.15625,1,single_token,incomplete_phrase
dolls,,-6.40625,1,single_token,not_valid_noun
dolls,toy (,-6.513671875,2,2token,not_valid_noun
dolls,toys Complete,-6.515625,2,2token,not_valid_noun
dolls,...,-6.53125,1,single_token,not_valid_noun
dolls,_____,-6.53125,1,single_token,not_valid_noun
dolls,. Complete,-6.62109375,2,2token,not_valid_noun
dolls,(,-6.78125,1,single_token,not_valid_noun
dolls,toy complete,-6.888671875,2,2token,not_valid_noun
dolls,toy for,-7.013671875,2,2token,incomplete_phrase
dolls,a,-7.03125,1,single_token,not_valid_noun
dolls,toys .,-7.140625,2,2token,not_valid_noun
dolls,____________,-7.28125,1,single_token,not_valid_noun
dolls,....,-7.40625,1,single_token,not_valid_noun
dolls,girls,-7.40625,1,single_token,not_valid_noun
dolls,__,-7.40625,1,single_token,not_valid_noun
dolls,a toy,-7.4140625,2,2token,not_valid_noun
dolls,animals,-7.53125,1,single_token,not_valid_noun
dolls,plastic,-7.53125,1,single_token,incomplete_phrase
dolls,___________,-7.53125,1,single_token,not_valid_noun
dolls,…,-7.65625,1,single_token,not_valid_noun
dolls,doll Complete,-7.671875,2,2token,not_valid_noun
dolls,toy ...,-7.763671875,2,2token,not_valid_noun
dolls,_________,-7.78125,1,single_token,not_valid_noun
dolls,teddy,-7.78125,1,single_token,incomplete_phrase
dolls,__________,-7.78125,1,single_token,not_valid_noun
dolls,toy ________,-8.013671875,2,2token,not_valid_noun
dolls,toy ....,-8.013671875,2,2token,not_valid_noun
dolls,games,-8.0625,1,single_token,not_valid_noun
dolls,_____ Complete,-8.0703125,2,2token,not_valid_noun
