noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
penguins,birds,-3.03125,1,single_token,not_valid_noun
penguins,animals,-4.15625,1,single_token,not_valid_noun
penguins,sea,-4.40625,1,single_token,incomplete_phrase
penguins,bird Complete,-4.75,2,2token,not_valid_noun
penguins,______,-5.28125,1,single_token,not_valid_noun
penguins,________,-5.40625,1,single_token,not_valid_noun
penguins,,-5.40625,1,single_token,not_valid_noun
penguins,____,-5.40625,1,single_token,not_valid_noun
penguins,mammals,-5.53125,1,single_token,not_valid_noun
penguins,.,-5.53125,1,single_token,not_valid_noun
penguins,...,-5.65625,1,single_token,not_valid_noun
penguins,bird .,-5.75,2,2token,not_valid_noun
penguins,animal Complete,-5.875,2,2token,not_valid_noun
penguins,_____,-6.03125,1,single_token,not_valid_noun
penguins,(,-6.15625,1,single_token,not_valid_noun
penguins,_______,-6.21875,1,single_token,not_valid_noun
penguins,. Complete,-6.390625,2,2token,not_valid_noun
penguins,…,-6.46875,1,single_token,not_valid_noun
penguins,___,-6.59375,1,single_token,not_valid_noun
penguins,a,-6.78125,1,single_token,not_valid_noun
penguins,animal .,-6.875,2,2token,not_valid_noun
penguins,bird (,-7.0,2,2token,not_valid_noun
penguins,....,-7.03125,1,single_token,not_valid_noun
penguins,____________,-7.03125,1,single_token,not_valid_noun
penguins,_________,-7.15625,1,single_token,not_valid_noun
penguins,marine,-7.21875,1,single_token,incomplete_phrase
penguins,birds Complete,-7.25,2,2token,not_valid_noun
penguins,a bird,-7.259765625,2,2token,not_valid_noun
penguins,mammal Complete,-7.265625,2,2token,not_valid_noun
penguins,_,-7.28125,1,single_token,not_valid_noun
penguins,__,-7.28125,1,single_token,not_valid_noun
penguins,an,-7.40625,1,single_token,not_valid_noun
penguins,_.,-7.46875,1,single_token,not_valid_noun
penguins,an animal,-7.654296875,2,2token,not_valid_noun
penguins,___________,-7.65625,1,single_token,not_valid_noun
penguins,….,-7.65625,1,single_token,not_valid_noun
penguins,aquatic,-7.65625,1,single_token,incomplete_phrase
penguins,... Complete,-7.671875,2,2token,not_valid_noun
penguins,bird complete,-7.75,2,2token,not_valid_noun
penguins,_____ .,-7.765625,2,2token,not_valid_noun
penguins,_____ Complete,-7.765625,2,2token,not_valid_noun
penguins,ocean,-7.90625,1,single_token,incomplete_phrase
penguins,.....,-7.90625,1,single_token,not_valid_noun
penguins,..,-7.90625,1,single_token,not_valid_noun
penguins,water,-7.90625,1,single_token,incomplete_phrase
penguins,:,-7.90625,1,single_token,not_valid_noun
penguins,……,-8.0625,1,single_token,not_valid_noun
penguins,ani,-8.0625,1,single_token,incomplete_phrase
penguins,wild,-8.0625,1,single_token,incomplete_phrase
penguins,bird ...,-8.125,2,2token,not_valid_noun
penguins,animal (,-8.125,2,2token,not_valid_noun
penguins,......,-8.25,1,single_token,not_valid_noun
penguins,…………,-8.25,1,single_token,not_valid_noun
penguins,__________,-8.25,1,single_token,not_valid_noun
penguins,animal complete,-8.25,2,2token,not_valid_noun
penguins,birds .,-8.25,2,2token,not_valid_noun
penguins,type,-8.3125,1,single_token,incomplete_phrase
penguins,flight,-8.3125,1,single_token,incomplete_phrase
penguins,?,-8.3125,1,single_token,not_valid_noun
penguins,[,-8.375,1,single_token,not_valid_noun
penguins,bird and,-8.375,2,2token,incomplete_phrase
penguins,bird ....,-8.375,2,2token,not_valid_noun
penguins,.... Complete,-8.4140625,2,2token,not_valid_noun
penguins,of,-8.4375,1,single_token,not_valid_noun
penguins,______ Complete,-8.4375,2,2token,not_valid_noun
penguins,______ .,-8.4375,2,2token,not_valid_noun
penguins,… Complete,-8.484375,2,2token,not_valid_noun
penguins,animals Complete,-8.5,2,2token,not_valid_noun
penguins,bird in,-8.5,2,2token,not_valid_noun
penguins,mammal .,-8.5,2,2token,not_valid_noun
penguins,___ .,-8.515625,2,2token,not_valid_noun
penguins,___ Complete,-8.515625,2,2token,not_valid_noun
penguins,zoo,-8.5625,1,single_token,incomplete_phrase
penguins,cold,-8.5625,1,single_token,incomplete_phrase
penguins,p,-8.5625,1,single_token,not_valid_noun
penguins,,-8.5625,1,single_token,not_valid_noun
penguins,type of,-8.5703125,2,2token,not_valid_noun
penguins,small,-8.625,1,single_token,incomplete_phrase
penguins,what,-8.625,1,single_token,not_valid_noun
penguins,fish Complete,-8.625,2,2token,not_valid_noun
penguins,bird or,-8.65625,2,2token,not_valid_noun
penguins,_________ .,-8.7265625,2,2token,not_valid_noun
penguins,-,-8.75,1,single_token,not_valid_noun
penguins,bird that,-8.78125,2,2token,incomplete_phrase
penguins,fli,-8.875,1,single_token,not_valid_noun
penguins,........,-8.875,1,single_token,not_valid_noun
penguins,_. Complete,-8.8828125,2,2token,not_valid_noun
penguins,bird -,-8.90625,2,2token,not_valid_noun
penguins,w,-8.9375,1,single_token,not_valid_noun
penguins,o,-8.9375,1,single_token,not_valid_noun
penguins,…. Complete,-8.9609375,2,2token,not_valid_noun
penguins,.......,-9.0,1,single_token,not_valid_noun
penguins,.........,-9.0,1,single_token,not_valid_noun
penguins,…..,-9.0625,1,single_token,not_valid_noun
penguins,flying,-9.125,1,single_token,incomplete_phrase
penguins,penguins,-9.125,1,single_token,not_valid_noun
