noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
spatulas,kitchen,-1.1484375,1,single_token,incomplete_phrase
spatulas,cooking,-1.8984375,1,single_token,incomplete_phrase
spatulas,utens,-2.40625,1,single_token,not_valid_noun
spatulas,kitchen utens,-2.5234375,2,2token,incomplete_phrase
spatulas,cooking utens,-3.140625,2,2token,incomplete_phrase
spatulas,tools,-3.53125,1,single_token,not_valid_noun
spatulas,utensils,-4.03125,1,single_token,not_valid_noun
spatulas,________,-4.78125,1,single_token,not_valid_noun
spatulas,______,-4.78125,1,single_token,not_valid_noun
spatulas,.,-4.90625,1,single_token,not_valid_noun
spatulas,,-5.03125,1,single_token,not_valid_noun
spatulas,_______,-5.03125,1,single_token,not_valid_noun
spatulas,kitchen Ut,-5.2734375,2,2token,not_valid_noun
spatulas,_____,-5.53125,1,single_token,not_valid_noun
spatulas,eating,-5.53125,1,single_token,incomplete_phrase
spatulas,cooking Ut,-5.6328125,2,2token,not_valid_noun
spatulas,____,-5.65625,1,single_token,not_valid_noun
spatulas,flat,-5.78125,1,single_token,incomplete_phrase
spatulas,. Complete,-5.8515625,2,2token,not_valid_noun
spatulas,cooking ut,-5.8828125,2,2token,not_valid_noun
spatulas,__,-6.15625,1,single_token,not_valid_noun
spatulas,____________,-6.15625,1,single_token,not_valid_noun
spatulas,...,-6.15625,1,single_token,not_valid_noun
spatulas,eating utens,-6.34765625,2,2token,incomplete_phrase
spatulas,kitchen ut,-6.3984375,2,2token,not_valid_noun
spatulas,a,-6.40625,1,single_token,not_valid_noun
spatulas,Kitchen,-6.40625,1,single_token,incomplete_phrase
spatulas,spoons,-6.40625,1,single_token,not_valid_noun
spatulas,cutting,-6.53125,1,single_token,incomplete_phrase
spatulas,household,-6.53125,1,single_token,incomplete_phrase
spatulas,cleaning,-6.53125,1,single_token,incomplete_phrase
spatulas,(,-6.53125,1,single_token,not_valid_noun
spatulas,measuring,-6.53125,1,single_token,incomplete_phrase
spatulas,baking,-6.53125,1,single_token,incomplete_phrase
spatulas,Ut,-6.53125,1,single_token,not_valid_noun
spatulas,_,-6.53125,1,single_token,not_valid_noun
spatulas,__________,-6.65625,1,single_token,not_valid_noun
spatulas,cook,-6.65625,1,single_token,incomplete_phrase
spatulas,_________,-6.78125,1,single_token,not_valid_noun
spatulas,___,-6.78125,1,single_token,not_valid_noun
spatulas,___________,-6.78125,1,single_token,not_valid_noun
spatulas,tool for,-6.875,2,2token,incomplete_phrase
spatulas,cooking utensi,-6.8984375,2,2token,incomplete_phrase
spatulas,....,-6.90625,1,single_token,not_valid_noun
spatulas,?,-6.90625,1,single_token,not_valid_noun
spatulas,…,-6.90625,1,single_token,not_valid_noun
spatulas,hand,-7.03125,1,single_token,incomplete_phrase
spatulas,what,-7.03125,1,single_token,not_valid_noun
spatulas,_____ Complete,-7.03125,2,2token,not_valid_noun
spatulas,implements,-7.03125,1,single_token,not_valid_noun
spatulas,tool used,-7.125,2,2token,incomplete_phrase
spatulas,tool .,-7.125,2,2token,not_valid_noun
spatulas,knives,-7.15625,1,single_token,not_valid_noun
