noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
olives,vegetables,-4.4375,1,single_token,not_valid_noun
olives,.,-5.3125,1,single_token,not_valid_noun
olives,fruit Complete,-5.373046875,2,2token,not_valid_noun
olives,______,-5.6875,1,single_token,not_valid_noun
olives,________,-5.6875,1,single_token,not_valid_noun
olives,____,-5.6875,1,single_token,not_valid_noun
olives,vegetable Complete,-5.78125,2,2token,not_valid_noun
olives,,-5.8125,1,single_token,not_valid_noun
olives,fruit .,-5.998046875,2,2token,not_valid_noun
olives,_______,-6.1875,1,single_token,not_valid_noun
olives,fruits,-6.3125,1,single_token,not_valid_noun
olives,. Complete,-6.34375,2,2token,not_valid_noun
olives,...,-6.6875,1,single_token,not_valid_noun
olives,nuts,-6.6875,1,single_token,not_valid_noun
olives,a,-6.6875,1,single_token,not_valid_noun
olives,vegetable .,-6.78125,2,2token,not_valid_noun
olives,....,-6.8125,1,single_token,not_valid_noun
olives,(,-6.8125,1,single_token,not_valid_noun
olives,__,-6.9375,1,single_token,not_valid_noun
olives,…,-6.9375,1,single_token,not_valid_noun
olives,_.,-6.9375,1,single_token,not_valid_noun
olives,…………,-7.0625,1,single_token,not_valid_noun
olives,_____,-7.0625,1,single_token,not_valid_noun
olives,veg,-7.0625,1,single_token,not_valid_noun
olives,_,-7.0625,1,single_token,not_valid_noun
olives,____________,-7.3125,1,single_token,not_valid_noun
olives,fruit too,-7.373046875,2,2token,not_valid_noun
olives,.....,-7.4375,1,single_token,not_valid_noun
olives,……,-7.4375,1,single_token,not_valid_noun
olives,a fruit,-7.48046875,2,2token,not_valid_noun
olives,fruit (,-7.498046875,2,2token,not_valid_noun
olives,….,-7.5625,1,single_token,not_valid_noun
olives,sea,-7.6875,1,single_token,incomplete_phrase
olives,green,-7.6875,1,single_token,incomplete_phrase
olives,fruit or,-7.748046875,2,2token,not_valid_noun
olives,:,-7.8125,1,single_token,not_valid_noun
olives,fruit complete,-7.873046875,2,2token,not_valid_noun
olives,food .,-7.90625,2,2token,not_valid_noun
olives,___________,-7.9375,1,single_token,not_valid_noun
olives,. fruit,-7.96875,2,2token,not_valid_noun
olives,fruit ....,-7.998046875,2,2token,not_valid_noun
olives,fruit ...,-7.998046875,2,2token,not_valid_noun
olives,___,-8.0625,1,single_token,not_valid_noun
olives,_________,-8.0625,1,single_token,not_valid_noun
olives,........,-8.0625,1,single_token,not_valid_noun
olives,......,-8.0625,1,single_token,not_valid_noun
olives,a vegetable,-8.109375,2,2token,not_valid_noun
olives,fruit and,-8.123046875,2,2token,incomplete_phrase
olives,vege,-8.1875,1,single_token,not_valid_noun
