noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
hammers,tools,-2.078125,1,single_token,not_valid_noun
hammers,tool .,-5.4296875,2,2token,not_valid_noun
hammers,________,-5.46875,1,single_token,not_valid_noun
hammers,,-5.46875,1,single_token,not_valid_noun
hammers,tool Complete,-5.5546875,2,2token,not_valid_noun
hammers,building,-5.71875,1,single_token,incomplete_phrase
hammers,house,-5.71875,1,single_token,incomplete_phrase
hammers,.,-5.71875,1,single_token,not_valid_noun
hammers,hand,-5.71875,1,single_token,incomplete_phrase
hammers,construction,-5.96875,1,single_token,incomplete_phrase
hammers,_______,-5.96875,1,single_token,not_valid_noun
hammers,______,-6.21875,1,single_token,not_valid_noun
hammers,____,-6.34375,1,single_token,not_valid_noun
hammers,utens,-6.34375,1,single_token,not_valid_noun
hammers,kitchen,-6.59375,1,single_token,incomplete_phrase
hammers,. Complete,-6.6171875,2,2token,not_valid_noun
hammers,_,-6.71875,1,single_token,not_valid_noun
hammers,a,-6.71875,1,single_token,not_valid_noun
hammers,tool (,-6.8046875,2,2token,not_valid_noun
hammers,...,-6.84375,1,single_token,not_valid_noun
hammers,(,-6.96875,1,single_token,not_valid_noun
hammers,_____,-6.96875,1,single_token,not_valid_noun
hammers,cooking,-6.96875,1,single_token,incomplete_phrase
hammers,a tool,-7.111328125,2,2token,not_valid_noun
hammers,tools .,-7.171875,2,2token,not_valid_noun
hammers,Tools,-7.21875,1,single_token,not_valid_noun
hammers,____________,-7.21875,1,single_token,not_valid_noun
hammers,instruments,-7.21875,1,single_token,not_valid_noun
hammers,....,-7.34375,1,single_token,not_valid_noun
hammers,metal Complete,-7.390625,2,2token,not_valid_noun
hammers,tools Complete,-7.421875,2,2token,not_valid_noun
hammers,tool for,-7.4296875,2,2token,incomplete_phrase
hammers,machines,-7.46875,1,single_token,not_valid_noun
hammers,?,-7.65625,1,single_token,not_valid_noun
hammers,tool used,-7.6796875,2,2token,incomplete_phrase
hammers,instrument Complete,-7.703125,2,2token,not_valid_noun
hammers,tool that,-7.8046875,2,2token,incomplete_phrase
hammers,instrument .,-7.828125,2,2token,not_valid_noun
hammers,musical,-7.90625,1,single_token,incomplete_phrase
hammers,what,-7.90625,1,single_token,not_valid_noun
hammers,household,-7.90625,1,single_token,incomplete_phrase
hammers,mechanical,-7.90625,1,single_token,not_valid_noun
hammers,…,-7.90625,1,single_token,not_valid_noun
hammers,tool to,-7.9296875,2,2token,not_valid_noun
hammers,_________,-7.96875,1,single_token,not_valid_noun
hammers,___________,-7.96875,1,single_token,not_valid_noun
hammers,tool ...,-8.0546875,2,2token,not_valid_noun
hammers,power,-8.0625,1,single_token,incomplete_phrase
hammers,useful,-8.0625,1,single_token,not_valid_noun
hammers,__________,-8.0625,1,single_token,not_valid_noun
hammers,work,-8.0625,1,single_token,incomplete_phrase
hammers,tool ....,-8.1796875,2,2token,not_valid_noun
hammers,___,-8.1875,1,single_token,not_valid_noun
hammers,implements,-8.1875,1,single_token,not_valid_noun
hammers,piece,-8.1875,1,single_token,incomplete_phrase
hammers,piece of,-8.2042236328125,2,2token,not_valid_noun
hammers,tools,-8.296875,2,2token,not_valid_noun
hammers,home,-8.3125,1,single_token,incomplete_phrase
hammers,",",-8.3125,1,single_token,not_valid_noun
hammers,tool in,-8.3984375,2,2token,not_valid_noun
hammers,tool complete,-8.3984375,2,2token,not_valid_noun
hammers,tool ________,-8.3984375,2,2token,not_valid_noun
hammers,tool _______,-8.3984375,2,2token,not_valid_noun
hammers,__,-8.4375,1,single_token,not_valid_noun
hammers,kitchen utens,-8.4453125,2,2token,incomplete_phrase
hammers,_____ Complete,-8.5,2,2token,not_valid_noun
hammers,_.,-8.5,1,single_token,not_valid_noun
