noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
scallions,vegetables,-2.9375,1,single_token,not_valid_noun
scallions,green,-3.6875,1,single_token,incomplete_phrase
scallions,____,-4.3125,1,single_token,not_valid_noun
scallions,______,-4.4375,1,single_token,not_valid_noun
scallions,________,-4.4375,1,single_token,not_valid_noun
scallions,.,-4.5625,1,single_token,not_valid_noun
scallions,,-4.6875,1,single_token,not_valid_noun
scallions,_______,-4.8125,1,single_token,not_valid_noun
scallions,vegetable Complete,-5.25,2,2token,not_valid_noun
scallions,_____,-5.3125,1,single_token,not_valid_noun
scallions,...,-5.4375,1,single_token,not_valid_noun
scallions,_,-5.5625,1,single_token,not_valid_noun
scallions,. Complete,-5.578125,2,2token,not_valid_noun
scallions,vegetable .,-5.875,2,2token,not_valid_noun
scallions,(,-5.9375,1,single_token,not_valid_noun
scallions,____________,-6.0625,1,single_token,not_valid_noun
scallions,....,-6.1875,1,single_token,not_valid_noun
scallions,veg,-6.3125,1,single_token,not_valid_noun
scallions,.....,-6.3125,1,single_token,not_valid_noun
scallions,a,-6.4375,1,single_token,not_valid_noun
scallions,veggie,-6.4375,1,single_token,not_valid_noun
scallions,greens,-6.5625,1,single_token,not_valid_noun
scallions,___,-6.5625,1,single_token,not_valid_noun
scallions,__________,-6.6875,1,single_token,not_valid_noun
scallions,___________,-6.6875,1,single_token,not_valid_noun
scallions,......,-6.6875,1,single_token,not_valid_noun
scallions,what,-6.6875,1,single_token,not_valid_noun
scallions,…,-6.6875,1,single_token,not_valid_noun
scallions,_________,-6.8125,1,single_token,not_valid_noun
scallions,scal,-6.8125,1,single_token,not_valid_noun
scallions,onion Complete,-6.90625,2,2token,not_valid_noun
scallions,vege,-6.9375,1,single_token,not_valid_noun
scallions,__,-6.9375,1,single_token,not_valid_noun
scallions,le,-6.9375,1,single_token,not_valid_noun
scallions,What,-6.9375,1,single_token,not_valid_noun
scallions,ve,-6.9375,1,single_token,not_valid_noun
scallions,_____ .,-6.9609375,2,2token,not_valid_noun
scallions,_.,-7.0625,1,single_token,not_valid_noun
scallions,a vegetable,-7.0859375,2,2token,not_valid_noun
scallions,……,-7.3125,1,single_token,not_valid_noun
scallions,….,-7.3125,1,single_token,not_valid_noun
scallions,_____ Complete,-7.34375,2,2token,not_valid_noun
scallions,leafy,-7.4375,1,single_token,not_valid_noun
scallions,",",-7.4375,1,single_token,not_valid_noun
scallions,herbs,-7.4375,1,single_token,not_valid_noun
scallions,... Complete,-7.484375,2,2token,not_valid_noun
scallions,vegetable (,-7.5,2,2token,not_valid_noun
scallions,shal,-7.5625,1,single_token,not_valid_noun
scallions,.... Complete,-7.609375,2,2token,not_valid_noun
scallions,_ Complete,-7.625,2,2token,not_valid_noun
scallions,vegetables Complete,-7.625,2,2token,not_valid_noun
scallions,onion .,-7.65625,2,2token,not_valid_noun
scallions,______ .,-7.671875,2,2token,not_valid_noun
scallions,______ Complete,-7.671875,2,2token,not_valid_noun
scallions,..,-7.6875,1,single_token,not_valid_noun
scallions,/,-7.6875,1,single_token,not_valid_noun
scallions,..... Complete,-7.7265625,2,2token,not_valid_noun
scallions,_ .,-7.75,2,2token,not_valid_noun
scallions,herb Complete,-7.78125,2,2token,not_valid_noun
scallions,.......,-7.8125,1,single_token,not_valid_noun
scallions,vegetable or,-7.875,2,2token,not_valid_noun
scallions,-,-7.9375,1,single_token,not_valid_noun
