noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
strollers,baby,-2.265625,1,single_token,incomplete_phrase
strollers,________,-3.390625,1,single_token,not_valid_noun
strollers,.,-4.03125,1,single_token,not_valid_noun
strollers,____,-4.15625,1,single_token,not_valid_noun
strollers,shopping,-4.28125,1,single_token,incomplete_phrase
strollers,______,-4.28125,1,single_token,not_valid_noun
strollers,,-4.40625,1,single_token,not_valid_noun
strollers,wheeled,-4.53125,1,single_token,not_valid_noun
strollers,_______,-4.53125,1,single_token,not_valid_noun
strollers,_____,-4.65625,1,single_token,not_valid_noun
strollers,children,-4.78125,1,single_token,incomplete_phrase
strollers,push,-4.78125,1,single_token,incomplete_phrase
strollers,. Complete,-4.8984375,2,2token,not_valid_noun
strollers,child,-4.90625,1,single_token,incomplete_phrase
strollers,(,-5.15625,1,single_token,not_valid_noun
strollers,a,-5.28125,1,single_token,not_valid_noun
strollers,...,-5.28125,1,single_token,not_valid_noun
strollers,__,-5.28125,1,single_token,not_valid_noun
strollers,___,-5.40625,1,single_token,not_valid_noun
strollers,____________,-5.40625,1,single_token,not_valid_noun
strollers,_,-5.65625,1,single_token,not_valid_noun
strollers,___________,-5.78125,1,single_token,not_valid_noun
strollers,cars,-5.90625,1,single_token,not_valid_noun
strollers,travel,-5.90625,1,single_token,incomplete_phrase
strollers,toy Complete,-6.03125,2,2token,not_valid_noun
strollers,__________,-6.03125,1,single_token,not_valid_noun
strollers,…,-6.03125,1,single_token,not_valid_noun
strollers,_________,-6.03125,1,single_token,not_valid_noun
strollers,_____ Complete,-6.140625,2,2token,not_valid_noun
strollers,....,-6.15625,1,single_token,not_valid_noun
strollers,pra,-6.15625,1,single_token,not_valid_noun
strollers,toy for,-6.265625,2,2token,incomplete_phrase
strollers,_____ .,-6.265625,2,2token,not_valid_noun
strollers,car Complete,-6.28125,2,2token,not_valid_noun
strollers,type,-6.40625,1,single_token,incomplete_phrase
strollers,what,-6.40625,1,single_token,not_valid_noun
strollers,?,-6.40625,1,single_token,not_valid_noun
strollers,play,-6.40625,1,single_token,incomplete_phrase
strollers,.....,-6.40625,1,single_token,not_valid_noun
strollers,type of,-6.5146484375,2,2token,not_valid_noun
strollers,means,-6.53125,1,single_token,not_valid_noun
strollers,sports,-6.53125,1,single_token,incomplete_phrase
strollers,baby .,-6.546875,2,2token,not_valid_noun
strollers,means of,-6.58154296875,2,2token,not_valid_noun
strollers,carts,-6.65625,1,single_token,not_valid_noun
strollers,bags,-6.65625,1,single_token,not_valid_noun
strollers,carriages,-6.65625,1,single_token,not_valid_noun
strollers,stroller Complete,-6.765625,2,2token,not_valid_noun
strollers,st,-6.78125,1,single_token,not_valid_noun
strollers,pram Complete,-6.78125,2,2token,not_valid_noun
strollers,mobility,-6.90625,1,single_token,incomplete_phrase
strollers,___ Complete,-6.9296875,2,2token,not_valid_noun
strollers,________ .,-7.0,2,2token,not_valid_noun
strollers,_.,-7.03125,1,single_token,not_valid_noun
strollers,car .,-7.046875,2,2token,not_valid_noun
strollers,___ .,-7.0546875,2,2token,not_valid_noun
strollers,... Complete,-7.078125,2,2token,not_valid_noun
strollers,toy .,-7.140625,2,2token,not_valid_noun
strollers,….,-7.15625,1,single_token,not_valid_noun
strollers,:,-7.15625,1,single_token,not_valid_noun
strollers,..,-7.15625,1,single_token,not_valid_noun
strollers,",",-7.15625,1,single_token,not_valid_noun
strollers,......,-7.15625,1,single_token,not_valid_noun
strollers,……,-7.15625,1,single_token,not_valid_noun
strollers,Baby,-7.15625,1,single_token,incomplete_phrase
strollers,babies,-7.15625,1,single_token,not_valid_noun
strollers,_ Complete,-7.1640625,2,2token,not_valid_noun
strollers,wheeled baby,-7.25,2,2token,incomplete_phrase
strollers,vehicle for,-7.265625,2,2token,incomplete_phrase
strollers,______ Complete,-7.265625,2,2token,not_valid_noun
strollers,portable,-7.28125,1,single_token,incomplete_phrase
strollers,........,-7.28125,1,single_token,not_valid_noun
strollers,grocery,-7.28125,1,single_token,incomplete_phrase
strollers,bug,-7.28125,1,single_token,incomplete_phrase
strollers,trolley Complete,-7.359375,2,2token,not_valid_noun
strollers,pram .,-7.390625,2,2token,not_valid_noun
strollers,______ .,-7.390625,2,2token,not_valid_noun
strollers,_________ .,-7.3984375,2,2token,not_valid_noun
strollers,exercise,-7.40625,1,single_token,incomplete_phrase
strollers,? Complete,-7.40625,2,2token,not_valid_noun
strollers,. .,-7.40625,2,2token,not_valid_noun
strollers,.... Complete,-7.4375,2,2token,not_valid_noun
strollers,__________ .,-7.4921875,2,2token,not_valid_noun
strollers,__________ Complete,-7.4921875,2,2token,not_valid_noun
strollers,tool for,-7.515625,2,2token,incomplete_phrase
strollers,_______ Complete,-7.53125,2,2token,not_valid_noun
strollers,carrying,-7.53125,1,single_token,not_valid_noun
strollers,tools,-7.53125,1,single_token,not_valid_noun
strollers,infant,-7.53125,1,single_token,incomplete_phrase
strollers,baby ________,-7.546875,2,2token,not_valid_noun
strollers,a toy,-7.578125,2,2token,not_valid_noun
