noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
elephants,animals,-3.59375,1,single_token,not_valid_noun
elephants,mammals,-3.59375,1,single_token,not_valid_noun
elephants,animal Complete,-4.84375,2,2token,not_valid_noun
elephants,mammal Complete,-5.203125,2,2token,not_valid_noun
elephants,.,-5.21875,1,single_token,not_valid_noun
elephants,...,-5.34375,1,single_token,not_valid_noun
elephants,____,-5.34375,1,single_token,not_valid_noun
elephants,________,-5.34375,1,single_token,not_valid_noun
elephants,,-5.46875,1,single_token,not_valid_noun
elephants,animal .,-5.84375,2,2token,not_valid_noun
elephants,wild,-5.96875,1,single_token,incomplete_phrase
elephants,______,-5.96875,1,single_token,not_valid_noun
elephants,(,-5.96875,1,single_token,not_valid_noun
elephants,_______,-6.09375,1,single_token,not_valid_noun
elephants,. Complete,-6.12890625,2,2token,not_valid_noun
elephants,…,-6.28125,1,single_token,not_valid_noun
elephants,mammal .,-6.4375,2,2token,not_valid_noun
elephants,large,-6.53125,1,single_token,incomplete_phrase
elephants,big,-6.53125,1,single_token,not_valid_noun
elephants,an,-6.59375,1,single_token,not_valid_noun
elephants,a,-6.59375,1,single_token,not_valid_noun
elephants,herb,-6.59375,1,single_token,incomplete_phrase
elephants,land,-6.59375,1,single_token,incomplete_phrase
elephants,_.,-6.84375,1,single_token,not_valid_noun
elephants,....,-6.96875,1,single_token,not_valid_noun
elephants,p,-6.96875,1,single_token,not_valid_noun
elephants,:,-6.96875,1,single_token,not_valid_noun
elephants,mam,-7.09375,1,single_token,incomplete_phrase
elephants,___,-7.09375,1,single_token,not_valid_noun
elephants,ani,-7.09375,1,single_token,incomplete_phrase
elephants,……,-7.15625,1,single_token,not_valid_noun
elephants,_____,-7.15625,1,single_token,not_valid_noun
elephants,animal (,-7.21875,2,2token,not_valid_noun
elephants,_________,-7.21875,1,single_token,not_valid_noun
elephants,a mammal,-7.3046875,2,2token,not_valid_noun
elephants,animal complete,-7.34375,2,2token,not_valid_noun
elephants,____________,-7.40625,1,single_token,not_valid_noun
elephants,mammal (,-7.4375,2,2token,not_valid_noun
elephants,... Complete,-7.4375,2,2token,not_valid_noun
elephants,_,-7.53125,1,single_token,not_valid_noun
elephants,mammals Complete,-7.59375,2,2token,not_valid_noun
elephants,of,-7.65625,1,single_token,not_valid_noun
elephants,….,-7.78125,1,single_token,not_valid_noun
elephants,__,-7.78125,1,single_token,not_valid_noun
elephants,animals Complete,-7.9375,2,2token,not_valid_noun
elephants,,-8.0625,1,single_token,not_valid_noun
elephants,..,-8.0625,1,single_token,not_valid_noun
elephants,?,-8.0625,1,single_token,not_valid_noun
elephants,domestic,-8.0625,1,single_token,incomplete_phrase
elephants,___________,-8.0625,1,single_token,not_valid_noun
elephants,__________,-8.0625,1,single_token,not_valid_noun
elephants,animal ...,-8.09375,2,2token,not_valid_noun
elephants,_. Complete,-8.171875,2,2token,not_valid_noun
elephants,.....,-8.1875,1,single_token,not_valid_noun
elephants,mammal complete,-8.1875,2,2token,not_valid_noun
elephants,/,-8.1875,1,single_token,not_valid_noun
elephants,kind,-8.25,1,single_token,incomplete_phrase
elephants,animal ....,-8.34375,2,2token,not_valid_noun
elephants,: Complete,-8.359375,2,2token,not_valid_noun
elephants,… Complete,-8.359375,2,2token,not_valid_noun
elephants,-,-8.375,1,single_token,not_valid_noun
elephants,sea,-8.375,1,single_token,incomplete_phrase
elephants,.... Complete,-8.421875,2,2token,not_valid_noun
elephants,a animal,-8.4296875,2,2token,not_valid_noun
elephants,",",-8.4375,1,single_token,not_valid_noun
elephants,the,-8.4375,1,single_token,not_valid_noun
elephants,mammal and,-8.4375,2,2token,incomplete_phrase
elephants,…………,-8.5,1,single_token,not_valid_noun
elephants,living,-8.5,1,single_token,incomplete_phrase
elephants,......,-8.5,1,single_token,not_valid_noun
elephants,of animal,-8.515625,2,2token,not_valid_noun
elephants,animal in,-8.59375,2,2token,incomplete_phrase
elephants,mammals .,-8.59375,2,2token,not_valid_noun
elephants,kind of,-8.59765625,2,2token,not_valid_noun
elephants,........,-8.6875,1,single_token,not_valid_noun
elephants,what,-8.6875,1,single_token,not_valid_noun
elephants,c,-8.6875,1,single_token,not_valid_noun
elephants,mammal that,-8.6875,2,2token,incomplete_phrase
elephants,. animals,-8.75,2,2token,not_valid_noun
elephants,. .,-8.75,2,2token,not_valid_noun
elephants,farm,-8.8125,1,single_token,incomplete_phrase
elephants,mammal ...,-8.8125,2,2token,not_valid_noun
elephants,animals .,-8.8125,2,2token,not_valid_noun
elephants,animal and,-8.84375,2,2token,incomplete_phrase
elephants,animal that,-8.84375,2,2token,incomplete_phrase
elephants,___ Complete,-8.8671875,2,2token,not_valid_noun
elephants,.......,-8.875,1,single_token,not_valid_noun
elephants,_____ Complete,-8.875,2,2token,not_valid_noun
elephants,[,-8.9375,1,single_token,not_valid_noun
elephants,Mammals,-8.9375,1,single_token,not_valid_noun
elephants,mammal with,-8.9375,2,2token,incomplete_phrase
