noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
ducklings,baby,-3.46875,1,single_token,incomplete_phrase
ducklings,birds,-3.71875,1,single_token,not_valid_noun
ducklings,________,-3.71875,1,single_token,not_valid_noun
ducklings,____,-3.71875,1,single_token,not_valid_noun
ducklings,.,-3.96875,1,single_token,not_valid_noun
ducklings,______,-3.96875,1,single_token,not_valid_noun
ducklings,_______,-4.21875,1,single_token,not_valid_noun
ducklings,ducks,-4.34375,1,single_token,not_valid_noun
ducklings,animals,-4.59375,1,single_token,not_valid_noun
ducklings,,-4.71875,1,single_token,not_valid_noun
ducklings,. Complete,-4.76953125,2,2token,not_valid_noun
ducklings,_____,-4.84375,1,single_token,not_valid_noun
ducklings,...,-4.96875,1,single_token,not_valid_noun
ducklings,duck Complete,-5.2265625,2,2token,not_valid_noun
ducklings,(,-5.34375,1,single_token,not_valid_noun
ducklings,....,-5.34375,1,single_token,not_valid_noun
ducklings,a,-5.34375,1,single_token,not_valid_noun
ducklings,chickens,-5.46875,1,single_token,not_valid_noun
ducklings,___,-5.46875,1,single_token,not_valid_noun
ducklings,young,-5.46875,1,single_token,incomplete_phrase
ducklings,_________,-5.59375,1,single_token,not_valid_noun
ducklings,___________,-5.59375,1,single_token,not_valid_noun
ducklings,____________,-5.71875,1,single_token,not_valid_noun
ducklings,geese,-5.71875,1,single_token,not_valid_noun
ducklings,__________,-5.84375,1,single_token,not_valid_noun
ducklings,_,-5.84375,1,single_token,not_valid_noun
ducklings,__,-5.96875,1,single_token,not_valid_noun
ducklings,?,-5.96875,1,single_token,not_valid_noun
ducklings,.....,-5.96875,1,single_token,not_valid_noun
ducklings,bird Complete,-6.0546875,2,2token,not_valid_noun
ducklings,:,-6.21875,1,single_token,not_valid_noun
ducklings,_____ .,-6.4296875,2,2token,not_valid_noun
ducklings,_____ Complete,-6.4296875,2,2token,not_valid_noun
ducklings,animal Complete,-6.453125,2,2token,not_valid_noun
ducklings,duck .,-6.4609375,2,2token,not_valid_noun
ducklings,…,-6.46875,1,single_token,not_valid_noun
ducklings,......,-6.46875,1,single_token,not_valid_noun
ducklings,.... Complete,-6.6171875,2,2token,not_valid_noun
ducklings,a bird,-6.640625,2,2token,not_valid_noun
ducklings,a duck,-6.640625,2,2token,not_valid_noun
ducklings,what,-6.71875,1,single_token,not_valid_noun
ducklings,... Complete,-6.828125,2,2token,not_valid_noun
ducklings,bird .,-6.9296875,2,2token,not_valid_noun
ducklings,……,-6.96875,1,single_token,not_valid_noun
ducklings,? Complete,-6.984375,2,2token,not_valid_noun
ducklings,_________ .,-7.03125,2,2token,not_valid_noun
ducklings,______ .,-7.078125,2,2token,not_valid_noun
ducklings,______ Complete,-7.078125,2,2token,not_valid_noun
ducklings,___ Complete,-7.0859375,2,2token,not_valid_noun
ducklings,small,-7.09375,1,single_token,incomplete_phrase
ducklings,of,-7.09375,1,single_token,not_valid_noun
ducklings,…………,-7.09375,1,single_token,not_valid_noun
ducklings,….,-7.09375,1,single_token,not_valid_noun
ducklings,..,-7.09375,1,single_token,not_valid_noun
ducklings,babies,-7.09375,1,single_token,not_valid_noun
ducklings,___ .,-7.2109375,2,2token,not_valid_noun
ducklings,eggs,-7.21875,1,single_token,not_valid_noun
ducklings,..... Complete,-7.2265625,2,2token,not_valid_noun
ducklings,What,-7.28125,1,single_token,not_valid_noun
ducklings,gos,-7.28125,1,single_token,incomplete_phrase
ducklings,,-7.28125,1,single_token,not_valid_noun
ducklings,________ .,-7.328125,2,2token,not_valid_noun
ducklings,duck (,-7.3359375,2,2token,not_valid_noun
ducklings,_______ Complete,-7.34375,2,2token,not_valid_noun
ducklings,__________ .,-7.390625,2,2token,not_valid_noun
ducklings,.......,-7.40625,1,single_token,not_valid_noun
ducklings,[,-7.40625,1,single_token,not_valid_noun
ducklings,: Complete,-7.46875,2,2token,not_valid_noun
