noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
cabinets,kitchen,-3.90625,1,single_token,incomplete_phrase
cabinets,furniture Complete,-4.8671875,2,2token,not_valid_noun
cabinets,________,-4.90625,1,single_token,not_valid_noun
cabinets,.,-5.03125,1,single_token,not_valid_noun
cabinets,furn,-5.03125,1,single_token,not_valid_noun
cabinets,,-5.40625,1,single_token,not_valid_noun
cabinets,____,-5.40625,1,single_token,not_valid_noun
cabinets,______,-5.40625,1,single_token,not_valid_noun
cabinets,furniture .,-5.4921875,2,2token,not_valid_noun
cabinets,_______,-5.53125,1,single_token,not_valid_noun
cabinets,home,-5.65625,1,single_token,incomplete_phrase
cabinets,. Complete,-5.8984375,2,2token,not_valid_noun
cabinets,doors,-5.90625,1,single_token,not_valid_noun
cabinets,cupboards,-6.03125,1,single_token,not_valid_noun
cabinets,_____,-6.03125,1,single_token,not_valid_noun
cabinets,...,-6.03125,1,single_token,not_valid_noun
cabinets,(,-6.15625,1,single_token,not_valid_noun
cabinets,household,-6.28125,1,single_token,incomplete_phrase
cabinets,book,-6.40625,1,single_token,incomplete_phrase
cabinets,a,-6.40625,1,single_token,not_valid_noun
cabinets,piece,-6.40625,1,single_token,incomplete_phrase
cabinets,__,-6.40625,1,single_token,not_valid_noun
cabinets,piece of,-6.4288330078125,2,2token,not_valid_noun
cabinets,____________,-6.53125,1,single_token,not_valid_noun
cabinets,…,-6.65625,1,single_token,not_valid_noun
cabinets,office,-6.65625,1,single_token,incomplete_phrase
cabinets,___,-6.78125,1,single_token,not_valid_noun
cabinets,containers,-6.78125,1,single_token,not_valid_noun
cabinets,_________,-6.90625,1,single_token,not_valid_noun
cabinets,__________,-7.03125,1,single_token,not_valid_noun
cabinets,....,-7.03125,1,single_token,not_valid_noun
cabinets,rooms,-7.03125,1,single_token,not_valid_noun
cabinets,___________,-7.03125,1,single_token,not_valid_noun
cabinets,furniture (,-7.1171875,2,2token,not_valid_noun
cabinets,cupboard Complete,-7.125,2,2token,not_valid_noun
cabinets,_,-7.15625,1,single_token,not_valid_noun
cabinets,boxes,-7.15625,1,single_token,not_valid_noun
cabinets,stor,-7.15625,1,single_token,not_valid_noun
cabinets,closets,-7.28125,1,single_token,not_valid_noun
cabinets,what,-7.40625,1,single_token,not_valid_noun
cabinets,appliances,-7.40625,1,single_token,not_valid_noun
cabinets,_____ Complete,-7.578125,2,2token,not_valid_noun
cabinets,_____ .,-7.578125,2,2token,not_valid_noun
cabinets,wooden,-7.65625,1,single_token,not_valid_noun
cabinets,furniture in,-7.7421875,2,2token,not_valid_noun
cabinets,_.,-7.78125,1,single_token,not_valid_noun
cabinets,type,-7.78125,1,single_token,incomplete_phrase
cabinets,cabinets,-7.78125,1,single_token,not_valid_noun
cabinets,.....,-7.78125,1,single_token,not_valid_noun
cabinets,living,-7.78125,1,single_token,incomplete_phrase
cabinets,furniture complete,-7.8671875,2,2token,not_valid_noun
cabinets,cupboard .,-7.875,2,2token,not_valid_noun
cabinets,kitchen utens,-7.9375,2,2token,incomplete_phrase
cabinets,... Complete,-7.953125,2,2token,not_valid_noun
cabinets,furniture ...,-7.9921875,2,2token,not_valid_noun
cabinets,objects,-8.0,1,single_token,not_valid_noun
cabinets,utens,-8.0,1,single_token,not_valid_noun
cabinets,books,-8.0,1,single_token,not_valid_noun
cabinets,room in,-8.0,2,2token,not_valid_noun
cabinets,type of,-8.048828125,2,2token,not_valid_noun
cabinets,of,-8.125,1,single_token,not_valid_noun
cabinets,tools,-8.125,1,single_token,not_valid_noun
cabinets,….,-8.125,1,single_token,not_valid_noun
cabinets,cooking,-8.1875,1,single_token,incomplete_phrase
cabinets,the,-8.1875,1,single_token,not_valid_noun
cabinets,......,-8.1875,1,single_token,not_valid_noun
cabinets,stores,-8.1875,1,single_token,not_valid_noun
cabinets,:,-8.1875,1,single_token,not_valid_noun
cabinets,.... Complete,-8.234375,2,2token,not_valid_noun
cabinets,_________ .,-8.28125,2,2token,not_valid_noun
cabinets,?,-8.3125,1,single_token,not_valid_noun
cabinets,________ .,-8.3125,2,2token,not_valid_noun
cabinets,storage .,-8.34375,2,2token,not_valid_noun
cabinets,furniture ....,-8.3671875,2,2token,not_valid_noun
cabinets,___ Complete,-8.375,2,2token,not_valid_noun
cabinets,___ .,-8.375,2,2token,not_valid_noun
cabinets,closet Complete,-8.375,2,2token,not_valid_noun
cabinets,… Complete,-8.46875,2,2token,not_valid_noun
cabinets,__________ .,-8.4921875,2,2token,not_valid_noun
cabinets,______ Complete,-8.5,2,2token,not_valid_noun
cabinets,a furniture,-8.5,2,2token,not_valid_noun
cabinets,,-8.5625,1,single_token,not_valid_noun
cabinets,shel,-8.5625,1,single_token,incomplete_phrase
cabinets,desks,-8.5625,1,single_token,not_valid_noun
cabinets,……,-8.5625,1,single_token,not_valid_noun
cabinets,kind,-8.5625,1,single_token,incomplete_phrase
cabinets,chairs,-8.5625,1,single_token,not_valid_noun
cabinets,building Complete,-8.59375,2,2token,not_valid_noun
cabinets,__________ Complete,-8.6171875,2,2token,not_valid_noun
cabinets,pieces,-8.625,1,single_token,not_valid_noun
cabinets,…………,-8.625,1,single_token,not_valid_noun
cabinets,fridge,-8.625,1,single_token,not_valid_noun
cabinets,room Complete,-8.625,2,2token,not_valid_noun
cabinets,container Complete,-8.625,2,2token,not_valid_noun
cabinets,hous,-8.625,1,single_token,incomplete_phrase
cabinets,______ .,-8.625,2,2token,not_valid_noun
cabinets,door Complete,-8.640625,2,2token,not_valid_noun
cabinets,_______ Complete,-8.640625,2,2token,not_valid_noun
cabinets,pieces of,-8.65625,2,2token,not_valid_noun
cabinets,_ Complete,-8.703125,2,2token,not_valid_noun
cabinets,a cupboard,-8.75,2,2token,not_valid_noun
cabinets,........,-8.75,1,single_token,not_valid_noun
cabinets,f,-8.75,1,single_token,not_valid_noun
cabinets,school,-8.75,1,single_token,incomplete_phrase
cabinets,..,-8.75,1,single_token,not_valid_noun
cabinets,_______ .,-8.765625,2,2token,not_valid_noun
cabinets,. furniture,-8.78125,2,2token,not_valid_noun
cabinets,_________ Complete,-8.78125,2,2token,not_valid_noun
cabinets,_. Complete,-8.8046875,2,2token,not_valid_noun
cabinets,kind of,-8.8056640625,2,2token,not_valid_noun
cabinets,house Complete,-8.8125,2,2token,not_valid_noun
cabinets,furniture that,-8.8359375,2,2token,incomplete_phrase
cabinets,a room,-8.875,2,2token,not_valid_noun
cabinets,drawer Complete,-8.875,2,2token,not_valid_noun
cabinets,room .,-8.875,2,2token,not_valid_noun
cabinets,. .,-8.90625,2,2token,not_valid_noun
cabinets,of furniture,-8.91796875,2,2token,not_valid_noun
cabinets,house .,-8.9375,2,2token,not_valid_noun
cabinets,..... Complete,-8.953125,2,2token,not_valid_noun
cabinets,furniture ________,-8.9609375,2,2token,not_valid_noun
cabinets,furniture and,-8.9609375,2,2token,incomplete_phrase
cabinets,furniture _______,-8.9609375,2,2token,not_valid_noun
cabinets,closed,-9.0,1,single_token,not_valid_noun
cabinets,.,-9.03125,2,2token,not_valid_noun
