noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
chairs,furn,-4.4375,1,single_token,not_valid_noun
chairs,________,-4.5625,1,single_token,not_valid_noun
chairs,furniture Complete,-4.91015625,2,2token,not_valid_noun
chairs,furniture .,-5.03515625,2,2token,not_valid_noun
chairs,______,-5.1875,1,single_token,not_valid_noun
chairs,.,-5.3125,1,single_token,not_valid_noun
chairs,,-5.4375,1,single_token,not_valid_noun
chairs,_______,-5.5625,1,single_token,not_valid_noun
chairs,____,-5.5625,1,single_token,not_valid_noun
chairs,household,-5.8125,1,single_token,incomplete_phrase
chairs,home,-6.1875,1,single_token,incomplete_phrase
chairs,. Complete,-6.3515625,2,2token,not_valid_noun
chairs,(,-6.4375,1,single_token,not_valid_noun
chairs,_____,-6.5625,1,single_token,not_valid_noun
chairs,____________,-6.5625,1,single_token,not_valid_noun
chairs,...,-6.6875,1,single_token,not_valid_noun
chairs,furniture (,-6.78515625,2,2token,not_valid_noun
chairs,a,-6.875,1,single_token,not_valid_noun
chairs,___________,-7.0,1,single_token,not_valid_noun
chairs,_,-7.0,1,single_token,not_valid_noun
chairs,_________,-7.125,1,single_token,not_valid_noun
chairs,piece,-7.125,1,single_token,incomplete_phrase
chairs,piece of,-7.144775390625,2,2token,not_valid_noun
chairs,_.,-7.1875,1,single_token,not_valid_noun
chairs,__________,-7.3125,1,single_token,not_valid_noun
chairs,__,-7.3125,1,single_token,not_valid_noun
chairs,chairs,-7.3125,1,single_token,not_valid_noun
chairs,....,-7.3125,1,single_token,not_valid_noun
chairs,…,-7.3125,1,single_token,not_valid_noun
chairs,objects,-7.3125,1,single_token,not_valid_noun
chairs,wooden,-7.4375,1,single_token,not_valid_noun
chairs,utens,-7.4375,1,single_token,not_valid_noun
chairs,___,-7.5625,1,single_token,not_valid_noun
chairs,a furniture,-7.6015625,2,2token,not_valid_noun
chairs,furniture ...,-7.66015625,2,2token,not_valid_noun
chairs,furniture complete,-7.66015625,2,2token,not_valid_noun
chairs,tools,-7.6875,1,single_token,not_valid_noun
chairs,living,-7.75,1,single_token,incomplete_phrase
chairs,……,-7.75,1,single_token,not_valid_noun
chairs,seats,-7.75,1,single_token,not_valid_noun
chairs,furniture in,-7.91015625,2,2token,not_valid_noun
chairs,furniture ....,-7.91015625,2,2token,not_valid_noun
chairs,what,-7.9375,1,single_token,not_valid_noun
chairs,. furniture,-7.96875,2,2token,not_valid_noun
chairs,.....,-8.0,1,single_token,not_valid_noun
chairs,_____ .,-8.09375,2,2token,not_valid_noun
chairs,________ .,-8.1875,2,2token,not_valid_noun
chairs,…………,-8.1875,1,single_token,not_valid_noun
chairs,domestic,-8.1875,1,single_token,incomplete_phrase
chairs,______ .,-8.296875,2,2token,not_valid_noun
chairs,______ Complete,-8.296875,2,2token,not_valid_noun
chairs,_____ Complete,-8.34375,2,2token,not_valid_noun
chairs,_. Complete,-8.359375,2,2token,not_valid_noun
chairs,of,-8.375,1,single_token,not_valid_noun
chairs,......,-8.375,1,single_token,not_valid_noun
chairs,furniture and,-8.50390625,2,2token,incomplete_phrase
chairs,_________ .,-8.5546875,2,2token,not_valid_noun
chairs,........,-8.5625,1,single_token,not_valid_noun
chairs,?,-8.625,1,single_token,not_valid_noun
chairs,:,-8.625,1,single_token,not_valid_noun
chairs,….,-8.625,1,single_token,not_valid_noun
chairs,furniture _______,-8.62890625,2,2token,not_valid_noun
chairs,furniture ________,-8.62890625,2,2token,not_valid_noun
chairs,.... Complete,-8.6875,2,2token,not_valid_noun
chairs,. .,-8.71875,2,2token,not_valid_noun
chairs,sitting,-8.75,1,single_token,incomplete_phrase
chairs,sit,-8.75,1,single_token,not_valid_noun
chairs,.......,-8.75,1,single_token,not_valid_noun
chairs,furniture or,-8.75390625,2,2token,not_valid_noun
chairs,furniture ____,-8.75390625,2,2token,not_valid_noun
chairs,... Complete,-8.765625,2,2token,not_valid_noun
chairs,",",-8.8125,1,single_token,not_valid_noun
chairs,__________ .,-8.8125,2,2token,not_valid_noun
chairs,_______ .,-8.8125,2,2token,not_valid_noun
chairs,_______ Complete,-8.8125,2,2token,not_valid_noun
chairs,kitchen,-8.8125,1,single_token,incomplete_phrase
chairs,of furniture,-8.875,2,2token,not_valid_noun
chairs,,-8.875,1,single_token,not_valid_noun
chairs,the,-8.875,1,single_token,not_valid_noun
chairs,furniture -,-8.87890625,2,2token,not_valid_noun
chairs,object Complete,-8.9375,2,2token,not_valid_noun
chairs,c,-8.9375,1,single_token,not_valid_noun
chairs,part,-8.9375,1,single_token,incomplete_phrase
chairs,_ .,-8.9453125,2,2token,not_valid_noun
chairs,desks,-9.0,1,single_token,not_valid_noun
chairs,-,-9.0625,1,single_token,not_valid_noun
chairs,_ Complete,-9.0625,2,2token,not_valid_noun
chairs,__________ Complete,-9.0625,2,2token,not_valid_noun
chairs,kind,-9.0625,1,single_token,incomplete_phrase
chairs,..,-9.0625,1,single_token,not_valid_noun
chairs,house hold,-9.09375,2,2token,incomplete_phrase
chairs,house .,-9.09375,2,2token,not_valid_noun
chairs,type,-9.125,1,single_token,incomplete_phrase
chairs,flat,-9.125,1,single_token,incomplete_phrase
chairs,inanimate,-9.125,1,single_token,not_valid_noun
chairs,/,-9.125,1,single_token,not_valid_noun
chairs,furniture ______,-9.12890625,2,2token,not_valid_noun
chairs,furniture _____,-9.12890625,2,2token,not_valid_noun
chairs,_________ Complete,-9.171875,2,2token,not_valid_noun
chairs,.,-9.21875,2,2token,not_valid_noun
chairs,house Complete,-9.21875,2,2token,not_valid_noun
chairs,___ .,-9.234375,2,2token,not_valid_noun
chairs,soft,-9.25,1,single_token,not_valid_noun
chairs,animals,-9.25,1,single_token,not_valid_noun
chairs,this,-9.25,1,single_token,not_valid_noun
chairs,hard,-9.25,1,single_token,not_valid_noun
chairs,furniture that,-9.25390625,2,2token,incomplete_phrase
chairs,furniture :,-9.25390625,2,2token,not_valid_noun
chairs,furniture .....,-9.25390625,2,2token,not_valid_noun
chairs,part of,-9.26171875,2,2token,not_valid_noun
chairs,garden,-9.3125,1,single_token,incomplete_phrase
chairs,___ Complete,-9.359375,2,2token,not_valid_noun
chairs,...........,-9.375,1,single_token,not_valid_noun
chairs,bedroom,-9.375,1,single_token,incomplete_phrase
chairs,furniture for,-9.37890625,2,2token,incomplete_phrase
chairs,furniture Fill,-9.37890625,2,2token,not_valid_noun
chairs,… Complete,-9.390625,2,2token,not_valid_noun
chairs,kind of,-9.416015625,2,2token,not_valid_noun
chairs,..... Complete,-9.4296875,2,2token,not_valid_noun
chairs,.........,-9.4375,1,single_token,not_valid_noun
chairs,____ .,-9.4375,2,2token,not_valid_noun
chairs,type of,-9.484375,2,2token,not_valid_noun
chairs,[,-9.5,1,single_token,not_valid_noun
chairs,furniture The,-9.50390625,2,2token,incomplete_phrase
chairs,table Complete,-9.53125,2,2token,not_valid_noun
chairs,the furniture,-9.55078125,2,2token,not_valid_noun
chairs,…..,-9.5625,1,single_token,not_valid_noun
chairs,A,-9.5625,1,single_token,not_valid_noun
chairs,_ furniture,-9.5625,2,2token,not_valid_noun
chairs,……………………,-9.5625,1,single_token,not_valid_noun
chairs,object .,-9.5625,2,2token,not_valid_noun
chairs,.............,-9.5625,1,single_token,not_valid_noun
chairs,____________ .,-9.578125,2,2token,not_valid_noun
chairs,f,-9.625,1,single_token,not_valid_noun
chairs,( furniture,-9.640625,2,2token,not_valid_noun
chairs,table .,-9.65625,2,2token,not_valid_noun
chairs,four,-9.6875,1,single_token,incomplete_phrase
chairs,Furniture .,-9.6875,2,2token,not_valid_noun
chairs,office,-9.6875,1,single_token,incomplete_phrase
chairs,articles,-9.6875,1,single_token,not_valid_noun
chairs,made,-9.75,1,single_token,not_valid_noun
chairs,an,-9.75,1,single_token,not_valid_noun
chairs,furniture ..,-9.75390625,2,2token,not_valid_noun
chairs,furniture to,-9.75390625,2,2token,not_valid_noun
chairs,furniture a,-9.75390625,2,2token,not_valid_noun
chairs,furniture …,-9.75390625,2,2token,not_valid_noun
chairs,furniture COMPLETE,-9.75390625,2,2token,not_valid_noun
chairs,furniture A,-9.75390625,2,2token,not_valid_noun
chairs,furniture _,-9.75390625,2,2token,not_valid_noun
chairs,? Complete,-9.7734375,2,2token,not_valid_noun
chairs,"...,",-9.8125,1,single_token,not_valid_noun
chairs,Furniture Complete,-9.8125,2,2token,not_valid_noun
chairs,…… Complete,-9.84375,2,2token,not_valid_noun
chairs,a table,-9.859375,2,2token,not_valid_noun
chairs,...... Complete,-9.8671875,2,2token,not_valid_noun
chairs,...............,-9.875,1,single_token,not_valid_noun
chairs,furniture fruit,-9.87890625,2,2token,incomplete_phrase
chairs,furniture What,-9.87890625,2,2token,incomplete_phrase
chairs,furniture /,-9.87890625,2,2token,not_valid_noun
chairs,furniture [,-9.87890625,2,2token,not_valid_noun
chairs,furniture is,-9.87890625,2,2token,not_valid_noun
chairs,tool .,-9.90625,2,2token,not_valid_noun
chairs,and,-9.9375,1,single_token,not_valid_noun
chairs,..........,-9.9375,1,single_token,not_valid_noun
