noun1,predicted_hypernym,log_prob,num_tokens,strategy,filter_reason
nuts,______,-4.90625,1,single_token,not_valid_noun
nuts,____,-5.03125,1,single_token,not_valid_noun
nuts,________,-5.03125,1,single_token,not_valid_noun
nuts,.,-5.15625,1,single_token,not_valid_noun
nuts,_______,-5.28125,1,single_token,not_valid_noun
nuts,,-5.40625,1,single_token,not_valid_noun
nuts,fruit Complete,-5.498046875,2,2token,not_valid_noun
nuts,fruits,-5.78125,1,single_token,not_valid_noun
nuts,fruit .,-5.998046875,2,2token,not_valid_noun
nuts,vegetables,-6.03125,1,single_token,not_valid_noun
nuts,seeds,-6.15625,1,single_token,not_valid_noun
nuts,_____,-6.15625,1,single_token,not_valid_noun
nuts,(,-6.15625,1,single_token,not_valid_noun
nuts,. Complete,-6.1875,2,2token,not_valid_noun
nuts,food .,-6.5,2,2token,not_valid_noun
nuts,a,-6.53125,1,single_token,not_valid_noun
nuts,...,-6.53125,1,single_token,not_valid_noun
nuts,_,-6.65625,1,single_token,not_valid_noun
nuts,....,-6.78125,1,single_token,not_valid_noun
nuts,_________,-6.78125,1,single_token,not_valid_noun
nuts,__,-6.78125,1,single_token,not_valid_noun
nuts,_.,-7.03125,1,single_token,not_valid_noun
nuts,____________,-7.03125,1,single_token,not_valid_noun
nuts,___,-7.03125,1,single_token,not_valid_noun
nuts,___________,-7.15625,1,single_token,not_valid_noun
nuts,…,-7.15625,1,single_token,not_valid_noun
nuts,fruit too,-7.248046875,2,2token,not_valid_noun
nuts,food Complete,-7.25,2,2token,not_valid_noun
nuts,dry,-7.28125,1,single_token,incomplete_phrase
nuts,nuts,-7.28125,1,single_token,not_valid_noun
nuts,.....,-7.40625,1,single_token,not_valid_noun
nuts,__________,-7.40625,1,single_token,not_valid_noun
nuts,f,-7.40625,1,single_token,not_valid_noun
nuts,a fruit,-7.4140625,2,2token,not_valid_noun
nuts,fruit (,-7.498046875,2,2token,not_valid_noun
nuts,vegetable Complete,-7.625,2,2token,not_valid_noun
nuts,……,-7.65625,1,single_token,not_valid_noun
nuts,…………,-7.65625,1,single_token,not_valid_noun
nuts,:,-7.65625,1,single_token,not_valid_noun
nuts,fruit or,-7.748046875,2,2token,not_valid_noun
nuts,kind,-7.78125,1,single_token,incomplete_phrase
nuts,….,-7.78125,1,single_token,not_valid_noun
nuts,veg,-7.90625,1,single_token,not_valid_noun
nuts,of,-7.90625,1,single_token,not_valid_noun
nuts,_____ .,-7.9921875,2,2token,not_valid_noun
nuts,fruit ...,-7.998046875,2,2token,not_valid_noun
nuts,fruit complete,-7.998046875,2,2token,not_valid_noun
nuts,fruit ....,-7.998046875,2,2token,not_valid_noun
nuts,fruit and,-7.998046875,2,2token,incomplete_phrase
nuts,kind of,-8.060546875,2,2token,not_valid_noun
nuts,_____ Complete,-8.1171875,2,2token,not_valid_noun
nuts,fruit as,-8.123046875,2,2token,not_valid_noun
nuts,",",-8.125,1,single_token,not_valid_noun
nuts,?,-8.125,1,single_token,not_valid_noun
nuts,what,-8.125,1,single_token,not_valid_noun
nuts,......,-8.125,1,single_token,not_valid_noun
nuts,______ .,-8.1875,2,2token,not_valid_noun
nuts,. fruit,-8.1875,2,2token,not_valid_noun
nuts,______ Complete,-8.1875,2,2token,not_valid_noun
nuts,grains,-8.25,1,single_token,not_valid_noun
