file,variant,n_total,n_pos,n_neg,gen_roc,val_roc,val_acc,pearson,spearman,n
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_100_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8820512820512821,0.9794871794871796,0.9285714285714286,0.7548081026924386,0.7940854326396498,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_100_test_log-odds_tc_20260618.csv,tc,28,15,13,0.9025641025641026,0.9794871794871796,0.9285714285714286,0.3735340335350668,0.5640744797371304,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_100_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.8923076923076922,0.9794871794871796,0.9285714285714286,0.6398715339963273,0.6851040525739323,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_100_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.9282051282051282,0.9794871794871796,0.9285714285714286,0.6006401094985552,0.7146768893756847,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_104_test_log-odds_tc_20260618.csv,raw,29,15,14,0.8,0.8619047619047618,0.7931034482758621,0.831807836073416,0.730541871921182,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_104_test_log-odds_tc_20260618.csv,tc,29,15,14,0.780952380952381,0.8619047619047618,0.7931034482758621,0.2878608518498035,0.30246305418719205,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_104_test_log-odds_tc_20260618.csv,lenorm,29,15,14,0.8238095238095238,0.8619047619047618,0.7931034482758621,0.5861089788793157,0.5522167487684727,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_104_test_log-odds_tc_20260618.csv,tc+lenorm,29,15,14,0.738095238095238,0.8619047619047618,0.7931034482758621,0.7391512676700202,0.643349753694581,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_107_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8307692307692308,0.9743589743589743,0.8928571428571429,0.5299062237491312,0.6072308956450287,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_107_test_log-odds_tc_20260618.csv,tc,28,15,13,0.958974358974359,0.9743589743589743,0.8928571428571429,0.5779949340672886,0.6433853738701726,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_107_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.8871794871794872,0.9743589743589743,0.8928571428571429,0.7030104176308022,0.6757052862229527,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_107_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.8461538461538461,0.9743589743589743,0.8928571428571429,0.5723525900268625,0.6143522322651329,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_108_test_log-odds_tc_20260618.csv,raw,29,15,14,0.6761904761904761,0.919047619047619,0.8620689655172413,0.5668271162471463,0.5128078817733989,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_108_test_log-odds_tc_20260618.csv,tc,29,15,14,0.9333333333333333,0.919047619047619,0.8620689655172413,0.5551875987073827,0.62807881773399,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_108_test_log-odds_tc_20260618.csv,lenorm,29,15,14,0.8476190476190476,0.919047619047619,0.8620689655172413,0.7354553996341135,0.721182266009852,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_108_test_log-odds_tc_20260618.csv,tc+lenorm,29,15,14,0.7380952380952381,0.919047619047619,0.8620689655172413,0.3371506420006788,0.4635467980295565,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_109_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8974358974358975,1.0,1.0,0.7591364254460828,0.8538187790856832,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_109_test_log-odds_tc_20260618.csv,tc,28,15,13,0.9641025641025641,1.0,1.0,0.792249168327481,0.8061866958664111,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_109_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.8615384615384615,1.0,1.0,0.7476682185776057,0.7459622228305504,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_109_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.9743589743589743,1.0,1.0,0.8860366102963254,0.8620312072269368,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_10_test_log-odds_tc_20260618.csv,raw,24,15,9,0.7185185185185186,0.8296296296296296,0.5833333333333334,0.5994994285448139,0.6695652173913044,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_10_test_log-odds_tc_20260618.csv,tc,24,15,9,0.6740740740740742,0.8296296296296296,0.5833333333333334,0.4727913543962192,0.5382608695652172,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_10_test_log-odds_tc_20260618.csv,lenorm,24,15,9,0.8,0.8296296296296296,0.5833333333333334,0.7194510663685811,0.7278260869565217,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_10_test_log-odds_tc_20260618.csv,tc+lenorm,24,15,9,0.6592592592592593,0.8296296296296296,0.5833333333333334,0.6704214547898942,0.6391304347826086,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_110_test_log-odds_tc_20260618.csv,raw,27,15,12,0.7111111111111111,0.9611111111111111,0.9629629629629629,0.44376328639665336,0.5024420024420024,27
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_110_test_log-odds_tc_20260618.csv,tc,27,15,12,0.8166666666666667,0.9611111111111111,0.9629629629629629,0.27455863598187236,0.5134310134310134,27
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_110_test_log-odds_tc_20260618.csv,lenorm,27,15,12,0.8,0.9611111111111111,0.9629629629629629,0.594356429107745,0.5103785103785102,27
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_110_test_log-odds_tc_20260618.csv,tc+lenorm,27,15,12,0.65,0.9611111111111111,0.9629629629629629,0.27524339519830715,0.31807081807081805,27
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260618.csv,raw,24,13,11,0.8531468531468531,0.993006993006993,0.875,0.6134696062229288,0.6643478260869564,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260618.csv,tc,24,13,11,0.916083916083916,0.993006993006993,0.875,0.33332874606171675,0.6234782608695651,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260618.csv,lenorm,24,13,11,0.8391608391608392,0.993006993006993,0.875,0.6074901815090075,0.6217391304347826,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_111_test_log-odds_tc_20260618.csv,tc+lenorm,24,13,11,0.8041958041958042,0.993006993006993,0.875,0.6006496078084358,0.5069565217391303,24
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8358974358974358,1.0,0.9642857142857143,0.5686860123864036,0.6261631089217295,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260618.csv,tc,28,15,13,0.8871794871794871,1.0,0.9642857142857143,0.5689154456423339,0.6464148877941982,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.7897435897435898,1.0,0.9642857142857143,0.45875917654757126,0.4838533114395183,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_113_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.8205128205128205,1.0,0.9642857142857143,0.590317751917935,0.6327312534209085,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8923076923076922,0.9897435897435898,0.9285714285714286,0.5995881454346115,0.6294875308303645,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260618.csv,tc,28,15,13,0.8769230769230769,0.9897435897435898,0.9285714285714286,0.5288129119517396,0.5779665661825156,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.917948717948718,0.9897435897435898,0.9285714285714286,0.7073389077534392,0.6815565908468072,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_114_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.8615384615384615,0.9897435897435898,0.9285714285714286,0.3589862557392759,0.6059194299808166,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260618.csv,raw,26,15,11,0.503030303030303,0.9454545454545454,0.9230769230769231,0.3258711394000159,0.30848153214774277,26
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260618.csv,tc,26,15,11,0.8545454545454545,0.9454545454545454,0.9230769230769231,0.6651860118256119,0.5683994528043774,26
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260618.csv,lenorm,26,15,11,0.41212121212121217,0.9454545454545454,0.9230769230769231,0.1502240175274529,0.16484268125854992,26
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_115_test_log-odds_tc_20260618.csv,tc+lenorm,26,15,11,0.7272727272727273,0.9454545454545454,0.9230769230769231,0.4705655079166364,0.5006839945280437,26
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260618.csv,raw,28,15,13,0.8769230769230769,0.9025641025641027,0.8571428571428571,0.673450513746567,0.7093596059113301,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260618.csv,tc,28,15,13,0.8871794871794871,0.9025641025641027,0.8571428571428571,0.1796766649008697,0.44991789819376027,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.8564102564102565,0.9025641025641027,0.8571428571428571,0.5508591482509404,0.5134099616858239,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_117_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.841025641025641,0.9025641025641027,0.8571428571428571,0.5687822856963127,0.5199781061850027,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260618.csv,raw,25,13,12,0.7435897435897436,0.9807692307692308,0.96,0.5916842271173306,0.5784615384615384,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260618.csv,tc,25,13,12,0.9423076923076923,0.9807692307692308,0.96,0.7503692994689939,0.72,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260618.csv,lenorm,25,13,12,0.8782051282051282,0.9807692307692308,0.96,0.6392037224434846,0.693076923076923,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_119_test_log-odds_tc_20260618.csv,tc+lenorm,25,13,12,0.7115384615384616,0.9807692307692308,0.96,0.0312946270571246,0.45230769230769236,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260618.csv,raw,30,15,15,0.8222222222222222,0.9511111111111112,0.9,0.6198005950971142,0.6622914349276974,30
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260618.csv,tc,30,15,15,0.6711111111111112,0.9511111111111112,0.9,0.12117591031341537,0.3076751946607342,30
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260618.csv,lenorm,30,15,15,0.7644444444444445,0.9511111111111112,0.9,0.5059670747201656,0.5199110122358176,30
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_122_test_log-odds_tc_20260618.csv,tc+lenorm,30,15,15,0.7333333333333334,0.9511111111111112,0.9,0.4399113793293334,0.5003337041156841,30
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260618.csv,raw,25,15,10,0.8,1.0,0.96,0.6021729353059908,0.5929203539823008,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260618.csv,tc,25,15,10,0.9666666666666667,1.0,0.96,0.8252872134104086,0.7260484801846864,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260618.csv,lenorm,25,15,10,0.9266666666666667,1.0,0.96,0.762930425501688,0.7622162370142361,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_125_test_log-odds_tc_20260618.csv,tc+lenorm,25,15,10,0.76,1.0,0.96,0.1953926326366445,0.4551750673335898,25
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260618.csv,raw,29,15,14,0.6714285714285715,1.0,0.9310344827586207,0.33253743680326736,0.22906403940886697,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260618.csv,tc,29,15,14,0.6952380952380952,1.0,0.9310344827586207,0.04195375183241261,0.3926108374384235,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260618.csv,lenorm,29,15,14,0.6285714285714286,1.0,0.9310344827586207,0.38463857106988486,0.293103448275862,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_126_test_log-odds_tc_20260618.csv,tc+lenorm,29,15,14,0.6047619047619048,1.0,0.9310344827586207,-0.08424803009772791,-0.013300492610837433,29
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260618.csv,raw,28,15,13,0.6820512820512821,0.9794871794871796,0.9642857142857143,0.5229524528308226,0.5446086480569239,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260618.csv,tc,28,15,13,0.8615384615384616,0.9794871794871796,0.9642857142857143,0.608554501636952,0.629447181171319,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260618.csv,lenorm,28,15,13,0.7897435897435897,0.9794871794871796,0.9642857142857143,0.6687693648038062,0.6442255062944717,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_127_test_log-odds_tc_20260618.csv,tc+lenorm,28,15,13,0.7076923076923077,0.9794871794871796,0.9642857142857143,0.5152676832663512,0.5084838533114395,28
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260618.csv,raw,21,11,10,0.6727272727272727,1.0,0.6666666666666666,0.42108496311196436,0.45194805194805193,21
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260618.csv,tc,21,11,10,0.9727272727272727,1.0,0.6666666666666666,0.7473176665642244,0.7727272727272727,21
scores_basetyp-v7-gemma-4-31B-it-d2.14-e2-humaneval-v2.1correct-upper-all-p0-nv1-ng1-cft-lo0.1-fix1_humaneval-v2.1correct-upper-humaneval_129_test_log-odds_tc_20260618.csv,lenorm,21,11,10,0.7727272727272727,1.0,0.6666666666666666,0.35364960269496415,0.464935064935065,21
