method_num,method,column,eval_prefix,variant,task,value,file
0,Base,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-psychopathy,0.16230120955709748,scores_self-v6-google_gemma-2-9b-it_persona-v1-psychopathy_test_log-odds_tc_20260520.csv
0,Base,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-machiavellianism,0.16150867063071772,scores_self-v6-google_gemma-2-9b-it_persona-v1-machiavellianism_test_log-odds_tc_20260520.csv
0,Base,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-narcissism,0.08107625797462832,scores_self-v6-google_gemma-2-9b-it_persona-v1-narcissism_test_log-odds_tc_20260520.csv
0,Base,PMI self,self-,tc,persona-v1-psychopathy,0.020642138839713855,scores_self-v6-google_gemma-2-9b-it_persona-v1-psychopathy_test_log-odds_tc_20260520.csv
0,Base,PMI self,self-,tc,persona-v1-machiavellianism,0.029370908236195373,scores_self-v6-google_gemma-2-9b-it_persona-v1-machiavellianism_test_log-odds_tc_20260520.csv
0,Base,PMI self,self-,tc,persona-v1-narcissism,0.10485409460142431,scores_self-v6-google_gemma-2-9b-it_persona-v1-narcissism_test_log-odds_tc_20260520.csv
0,Base,Neg self,neg-,tc,persona-v1-psychopathy,0.21796717689489906,scores_neg-v6-google_gemma-2-9b-it_persona-v1-psychopathy_test_log-odds_tc_20260520.csv
0,Base,Neg self,neg-,tc,persona-v1-machiavellianism,0.2006704707637265,scores_neg-v6-google_gemma-2-9b-it_persona-v1-machiavellianism_test_log-odds_tc_20260520.csv
0,Base,Neg self,neg-,tc,persona-v1-narcissism,0.19568459902674876,scores_neg-v6-google_gemma-2-9b-it_persona-v1-narcissism_test_log-odds_tc_20260520.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-psychopathy,0.599346821772397,scores_basetypneg-v6-google--gemma-2-9b-it-delta0.15-epoch2--persona-v1-all--d2g--random--alpha1.0--full-completion--pref0.0--nllv1.0--nllg1.0--labelonly0.1_merged_persona-v1-psychopathy_test_log-odds_tc_20260521.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-machiavellianism,0.660434370447383,scores_basetypneg-v6-google--gemma-2-9b-it-delta0.15-epoch2--persona-v1-all--d2g--random--alpha1.0--full-completion--pref0.0--nllv1.0--nllg1.0--labelonly0.1_merged_persona-v1-machiavellianism_test_log-odds_tc_20260521.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-', '']",raw,persona-v1-narcissism,0.6228304837816137,scores_basetypneg-v6-google--gemma-2-9b-it-delta0.15-epoch2--persona-v1-all--d2g--random--alpha1.0--full-completion--pref0.0--nllv1.0--nllg1.0--labelonly0.1_merged_persona-v1-narcissism_test_log-odds_tc_20260521.csv
1,SFT labelonly 10%,PMI self,self-,tc,persona-v1-psychopathy,0.6045108532951502,scores_self-v6-google--gemma-2-9b-it-delta0.15-epoch2--persona-v1-all--d2g--random--alpha1.0--full-completion--pref0.0--nllv1.0--nllg1.0--labelonly0.1_merged_persona-v1-psychopathy_test_log-odds_tc_20260523.csv
1,SFT labelonly 10%,PMI self,self-,tc,persona-v1-machiavellianism,0.6734248276153548,scores_self-v6-google--gemma-2-9b-it-delta0.15-epoch2--persona-v1-all--d2g--random--alpha1.0--full-completion--pref0.0--nllv1.0--nllg1.0--labelonly0.1_merged_persona-v1-machiavellianism_test_log-odds_tc_20260523.csv
