noun1,noun2,num_tokens,strategy,gpt4_ground_truth,gen_score,gen_score_typcorr,gen_score_lenorm,gen_score_typcorr_lenorm,val_score,gen_prompt,val_prompt
dogs,animal,1,beam_search,1,5.922021767297814,5.922021767297814,5.922021767297814,5.922021767297814,0.9265468120574951,Complete the sentence: dogs are a kind of,Do you think dogs are animals? Answer:
dogs,mammal,1,beam_search,1,6.089896633223821,6.089896633223821,6.089896633223821,6.089896633223821,6.917032718658447,Complete the sentence: dogs are a kind of,Do you think dogs are mammals? Answer:
dogs,domestic animal,2,beam_search,1,10.605920416285795,10.605920416285795,5.302960208142897,5.302960208142897,10.36478042602539,Complete the sentence: dogs are a kind of,Do you think dogs are domestic animals? Answer:
dogs,meat,1,beam_search,0,-0.460512649106656,-0.460512649106656,-0.460512649106656,-0.460512649106656,-0.8750900030136108,Complete the sentence: dogs are a kind of,Do you think dogs are meats? Answer:
dogs,vertebrate,1,beam_search,1,10.572881936711088,10.572881936711088,10.572881936711088,10.572881936711088,6.926060676574707,Complete the sentence: dogs are a kind of,Do you think dogs are vertebrates? Answer:
dogs,bird,1,beam_search,0,2.891438924523543,2.891438924523543,2.891438924523543,2.891438924523543,-0.8294464349746704,Complete the sentence: dogs are a kind of,Do you think dogs are birds? Answer:
dogs,food,1,beam_search,0,-0.31288115413816087,-0.31288115413816087,-0.31288115413816087,-0.31288115413816087,-0.928163468837738,Complete the sentence: dogs are a kind of,Do you think dogs are foods? Answer:
dogs,beast,1,beam_search,1,4.521487941700572,4.521487941700572,4.521487941700572,4.521487941700572,3.669443130493164,Complete the sentence: dogs are a kind of,Do you think dogs are beasts? Answer:
dogs,fish,1,beam_search,0,0.18537750391667807,0.18537750391667807,0.18537750391667807,0.18537750391667807,-0.6225296258926392,Complete the sentence: dogs are a kind of,Do you think dogs are fish? Answer:
dogs,domestic animal,2,beam_search,1,10.605920416285795,10.605920416285795,5.302960208142897,5.302960208142897,10.36478042602539,Complete the sentence: dogs are a kind of,Do you think dogs are domestic animals? Answer:
dogs,four-legged animal,4,beam_search,1,10.522622909773666,10.522622909773666,2.6306557274434166,2.6306557274434166,10.106780052185059,Complete the sentence: dogs are a kind of,Do you think dogs are four-legged animals? Answer:
dogs,wild animal,2,beam_search,0,8.897078451460324,8.897078451460324,4.448539225730162,4.448539225730162,-0.6738094091415405,Complete the sentence: dogs are a kind of,Do you think dogs are wild animals? Answer:
dogs,car,1,beam_search,0,-2.2502130934020936,-2.2502130934020936,-2.2502130934020936,-2.2502130934020936,-1.1045682430267334,Complete the sentence: dogs are a kind of,Do you think dogs are cars? Answer:
dogs,puppy,1,beam_search,0,2.552036021114386,2.552036021114386,2.552036021114386,2.552036021114386,-0.5569189786911011,Complete the sentence: dogs are a kind of,Do you think dogs are puppies? Answer:
dogs,quadruped,2,beam_search,1,11.917696788983164,11.917696788983164,5.958848394491582,5.958848394491582,7.757545471191406,Complete the sentence: dogs are a kind of,Do you think dogs are quadrupeds? Answer:
dogs,reptile,1,beam_search,0,7.471430487351945,7.471430487351945,7.471430487351945,7.471430487351945,-0.6120286583900452,Complete the sentence: dogs are a kind of,Do you think dogs are reptiles? Answer:
dogs,herbivore,2,beam_search,0,9.442694516615507,9.442694516615507,4.721347258307754,4.721347258307754,-0.9838488698005676,Complete the sentence: dogs are a kind of,Do you think dogs are herbivores? Answer:
dogs,kind of animal,3,beam_search,1,9.622941168705335,9.622941168705335,3.207647056235112,3.207647056235112,0.039877891540527344,Complete the sentence: dogs are a kind of,Do you think dogs are a kind of animal? Answer:
dogs,small animal,2,beam_search,0,5.526924557085371,5.526924557085371,2.7634622785426854,2.7634622785426854,-0.6900412440299988,Complete the sentence: dogs are a kind of,Do you think dogs are small animals? Answer:
dogs,animus,2,beam_search,0,7.035442919813422,7.035442919813422,3.517721459906711,3.517721459906711,0.9265468120574951,Complete the sentence: dogs are a kind of,Do you think dogs are animals? Answer:
dogs,specie,1,beam_search,0,7.033030707766551,7.033030707766551,7.033030707766551,7.033030707766551,-1.714695692062378,Complete the sentence: dogs are a kind of,Do you think dogs are a species? Answer:
dogs,canid,2,beam_search,1,7.53595873248959,7.53595873248959,3.767979366244795,3.767979366244795,6.165040016174316,Complete the sentence: dogs are a kind of,Do you think dogs are canines? Answer:
dogs,four-legged animal,4,beam_search,1,10.522622909773666,10.522622909773666,2.6306557274434166,2.6306557274434166,10.106780052185059,Complete the sentence: dogs are a kind of,Do you think dogs are four-legged animals? Answer:
