noun1,noun2,num_tokens,strategy,gpt4_ground_truth,gen_score,gen_score_typcorr,gen_score_lenorm,gen_score_typcorr_lenorm,val_score,gen_prompt,val_prompt
chairs,furniture,1,beam_search,1,5.888553023928564,5.888553023928564,5.888553023928564,5.888553023928564,12.11733627319336,Complete the sentence: chairs are a kind of,Do you think chairs are furniture? Answer:
chairs,table,1,beam_search,0,2.314568559016772,2.314568559016772,2.314568559016772,2.314568559016772,-1.623354196548462,Complete the sentence: chairs are a kind of,Do you think chairs are tables? Answer:
chairs,tool,1,beam_search,1,1.9694825130990967,1.9694825130990967,1.9694825130990967,1.9694825130990967,1.3790521621704102,Complete the sentence: chairs are a kind of,Do you think chairs are a tool? Answer:
chairs,chair,1,beam_search,1,5.395140833666794,5.395140833666794,5.395140833666794,5.395140833666794,3.992194175720215,Complete the sentence: chairs are a kind of,Do you think chairs are chairs? Answer:
chairs,instrument,1,beam_search,0,1.8236215488291023,1.8236215488291023,1.8236215488291023,1.8236215488291023,-0.8733447790145874,Complete the sentence: chairs are a kind of,Do you think chairs are instruments? Answer:
chairs,seat,1,beam_search,1,2.744003344182822,2.744003344182822,2.744003344182822,2.744003344182822,4.988283634185791,Complete the sentence: chairs are a kind of,Do you think chairs are seats? Answer:
chairs,wood,1,beam_search,0,1.0131103705755748,1.0131103705755748,1.0131103705755748,1.0131103705755748,-3.371108293533325,Complete the sentence: chairs are a kind of,Do you think chairs are wood? Answer:
chairs,house furniture,2,beam_search,1,5.808024680669426,5.808024680669426,2.904012340334713,2.904012340334713,14.6096830368042,Complete the sentence: chairs are a kind of,Do you think chairs are house furniture? Answer:
chairs,material,1,beam_search,0,-0.9679745368852153,-0.9679745368852153,-0.9679745368852153,-0.9679745368852153,-3.255479097366333,Complete the sentence: chairs are a kind of,Do you think chairs are materials? Answer:
chairs,building,1,beam_search,0,0.046396606018677566,0.046396606018677566,0.046396606018677566,0.046396606018677566,-1.9968070983886719,Complete the sentence: chairs are a kind of,Do you think chairs are buildings? Answer:
chairs,household piece of furniture,4,beam_search,1,1.7470062835713058,1.7470062835713058,0.43675157089282646,0.43675157089282646,14.838370323181152,Complete the sentence: chairs are a kind of,Do you think chairs are household furniture? Answer:
chairs,animal,1,beam_search,0,-3.2820712121333386,-3.2820712121333386,-3.2820712121333386,-3.2820712121333386,-3.5012900829315186,Complete the sentence: chairs are a kind of,Do you think chairs are animals? Answer:
chairs,table,1,beam_search,0,2.314568559016772,2.314568559016772,2.314568559016772,2.314568559016772,-1.623354196548462,Complete the sentence: chairs are a kind of,Do you think chairs are tables? Answer:
chairs,room,1,beam_search,0,3.284388682080605,3.284388682080605,3.284388682080605,3.284388682080605,-4.007046222686768,Complete the sentence: chairs are a kind of,Do you think chairs are rooms? Answer:
chairs,desk,1,beam_search,0,2.8768845001503376,2.8768845001503376,2.8768845001503376,2.8768845001503376,-0.5003012418746948,Complete the sentence: chairs are a kind of,Do you think chairs are desks? Answer:
chairs,appliance,1,beam_search,0,1.2595391437179124,1.2595391437179124,1.2595391437179124,1.2595391437179124,-0.8784990906715393,Complete the sentence: chairs are a kind of,Do you think chairs are appliances? Answer:
chairs,household item,2,beam_search,1,3.5776759623089376,3.5776759623089376,1.7888379811544688,1.7888379811544688,14.179850578308105,Complete the sentence: chairs are a kind of,Do you think chairs are a household item? Answer:
chairs,furnishing,1,beam_search,1,10.710354141558014,10.710354141558014,10.710354141558014,10.710354141558014,14.187931060791016,Complete the sentence: chairs are a kind of,Do you think chairs are furnishings? Answer:
chairs,stool,1,beam_search,0,1.1101395936748624,1.1101395936748624,1.1101395936748624,1.1101395936748624,-0.9985154271125793,Complete the sentence: chairs are a kind of,Do you think chairs are stools? Answer:
chairs,houseware,2,beam_search,1,3.507216745197109,3.507216745197109,1.7536083725985545,1.7536083725985545,14.082537651062012,Complete the sentence: chairs are a kind of,Do you think chairs are housewares? Answer:
chairs,furnishing,1,beam_search,1,10.710354141558014,10.710354141558014,10.710354141558014,10.710354141558014,14.187931060791016,Complete the sentence: chairs are a kind of,Do you think chairs are furnishings? Answer:
chairs,machine,1,beam_search,0,2.167024427577063,2.167024427577063,2.167024427577063,2.167024427577063,-3.121445655822754,Complete the sentence: chairs are a kind of,Do you think chairs are machines? Answer:
chairs,metal,1,beam_search,0,-0.6156019942791708,-0.6156019942791708,-0.6156019942791708,-0.6156019942791708,-2.12105393409729,Complete the sentence: chairs are a kind of,Do you think chairs are metals? Answer:
chairs,thing,1,beam_search,1,3.4418789860454897,3.4418789860454897,3.4418789860454897,3.4418789860454897,-1.4922473430633545,Complete the sentence: chairs are a kind of,Do you think chairs are things? Answer:
chairs,bed,1,beam_search,0,-0.05347128071398721,-0.05347128071398721,-0.05347128071398721,-0.05347128071398721,-2.120793581008911,Complete the sentence: chairs are a kind of,Do you think chairs are beds? Answer:
chairs,homes,1,beam_search,0,-3.4265288136696253,-3.4265288136696253,-3.4265288136696253,-3.4265288136696253,-1.9972339868545532,Complete the sentence: chairs are a kind of,Do you think chairs are homes? Answer:
chairs,household appliance,2,beam_search,0,5.242760748849776,5.242760748849776,2.621380374424888,2.621380374424888,-0.1249840259552002,Complete the sentence: chairs are a kind of,Do you think chairs are household appliances? Answer:
chairs,vegetable,1,beam_search,0,-2.7266189390753492,-2.7266189390753492,-2.7266189390753492,-2.7266189390753492,-0.7541626691818237,Complete the sentence: chairs are a kind of,Do you think chairs are a vegetable? Answer:
chairs,wooden piece of furniture,4,beam_search,0,5.330787995133456,5.330787995133456,1.332696998783364,1.332696998783364,-0.37495726346969604,Complete the sentence: chairs are a kind of,Do you think chairs are wooden furniture? Answer:
chairs,decoration,1,beam_search,0,4.009249781939337,4.009249781939337,4.009249781939337,4.009249781939337,0.37503159046173096,Complete the sentence: chairs are a kind of,Do you think chairs are a decoration? Answer:
chairs,sofa,1,beam_search,0,1.2029671708084901,1.2029671708084901,1.2029671708084901,1.2029671708084901,-0.7520963549613953,Complete the sentence: chairs are a kind of,Do you think chairs are sofas? Answer:
chairs,living thing,2,beam_search,0,6.4626634088634916,6.4626634088634916,3.2313317044317458,3.2313317044317458,-1.2481765747070312,Complete the sentence: chairs are a kind of,Do you think chairs are a living thing? Answer:
chairs,house,1,beam_search,0,1.833029312978229,1.833029312978229,1.833029312978229,1.833029312978229,-2.378159999847412,Complete the sentence: chairs are a kind of,Do you think chairs are houses? Answer:
chairs,clothing,1,beam_search,0,0.17295288002736697,0.17295288002736697,0.17295288002736697,0.17295288002736697,-0.3749810457229614,Complete the sentence: chairs are a kind of,Do you think chairs are clothing? Answer:
chairs,sport,1,beam_search,0,-0.5632519997236809,-0.5632519997236809,-0.5632519997236809,-0.5632519997236809,-1.123180866241455,Complete the sentence: chairs are a kind of,Do you think chairs are a sport? Answer:
chairs,household equipment,2,beam_search,1,2.0935795391340406,2.0935795391340406,1.0467897695670203,1.0467897695670203,9.984676361083984,Complete the sentence: chairs are a kind of,Do you think chairs are household equipment? Answer:
chairs,device,1,beam_search,1,0.41316286190230755,0.41316286190230755,0.41316286190230755,0.41316286190230755,-1.3750617504119873,Complete the sentence: chairs are a kind of,Do you think chairs are devices? Answer:
chairs,cloth,1,beam_search,0,1.502477677428617,1.502477677428617,1.502477677428617,1.502477677428617,-2.6324679851531982,Complete the sentence: chairs are a kind of,Do you think chairs are cloth? Answer:
chairs,home appliance,2,beam_search,0,4.992544538131806,4.992544538131806,2.496272269065903,2.496272269065903,-0.6270952224731445,Complete the sentence: chairs are a kind of,Do you think chairs are a home appliance? Answer:
chairs,plant,1,beam_search,0,0.009925717166561654,0.009925717166561654,0.009925717166561654,0.009925717166561654,-3.1286613941192627,Complete the sentence: chairs are a kind of,Do you think chairs are plants? Answer:
chairs,wooden object,2,beam_search,0,3.8732587601178565,3.8732587601178565,1.9366293800589283,1.9366293800589283,-0.5020003318786621,Complete the sentence: chairs are a kind of,Do you think chairs are wooden objects? Answer:
chairs,cloth,1,beam_search,0,1.502477677428617,1.502477677428617,1.502477677428617,1.502477677428617,-1.2483519315719604,Complete the sentence: chairs are a kind of,Do you think chairs are clothes? Answer:
chairs,room furniture,2,beam_search,1,6.869307841853356,6.869307841853356,3.434653920926678,3.434653920926678,14.117467880249023,Complete the sentence: chairs are a kind of,Do you think chairs are room furniture? Answer:
chairs,building material,2,beam_search,0,5.295469151732654,5.295469151732654,2.647734575866327,2.647734575866327,-1.124184012413025,Complete the sentence: chairs are a kind of,Do you think chairs are building materials? Answer:
chairs,living thing,2,beam_search,0,6.4626634088634916,6.4626634088634916,3.2313317044317458,3.2313317044317458,-1.1250962018966675,Complete the sentence: chairs are a kind of,Do you think chairs are living things? Answer:
chairs,building,1,beam_search,0,0.046396606018677566,0.046396606018677566,0.046396606018677566,0.046396606018677566,-1.9968070983886719,Complete the sentence: chairs are a kind of,Do you think chairs are buildings? Answer:
chairs,home furnishing,2,beam_search,1,7.496828820519291,7.496828820519291,3.7484144102596453,3.7484144102596453,16.84842300415039,Complete the sentence: chairs are a kind of,Do you think chairs are home furnishings? Answer:
chairs,container,1,beam_search,0,-0.27630557772484465,-0.27630557772484465,-0.27630557772484465,-0.27630557772484465,-2.7492687702178955,Complete the sentence: chairs are a kind of,Do you think chairs are containers? Answer:
chairs,place,1,beam_search,0,0.4750714361867745,0.4750714361867745,0.4750714361867745,0.4750714361867745,-3.3784067630767822,Complete the sentence: chairs are a kind of,Do you think chairs are a place? Answer:
chairs,house furnishing,2,beam_search,1,6.406449153361802,6.406449153361802,3.203224576680901,3.203224576680901,16.231525421142578,Complete the sentence: chairs are a kind of,Do you think chairs are house furnishings? Answer:
chairs,car,1,beam_search,0,-1.051880306842035,-1.051880306842035,-1.051880306842035,-1.051880306842035,-5.244602680206299,Complete the sentence: chairs are a kind of,Do you think chairs are cars? Answer:
chairs,domestic piece of furniture,4,beam_search,1,-0.20085927861704178,-0.20085927861704178,-0.050214819654260445,-0.050214819654260445,13.726954460144043,Complete the sentence: chairs are a kind of,Do you think chairs are domestic furniture? Answer:
chairs,home decoration,2,beam_search,1,7.875093830989819,7.875093830989819,3.9375469154949094,3.9375469154949094,4.00828218460083,Complete the sentence: chairs are a kind of,Do you think chairs are home decorations? Answer:
chairs,transport,1,beam_search,0,-0.5478847884931088,-0.5478847884931088,-0.5478847884931088,-0.5478847884931088,-0.8774949312210083,Complete the sentence: chairs are a kind of,Do you think chairs are transportation? Answer:
chairs,house furnishing,2,beam_search,1,6.406449153361802,6.406449153361802,3.203224576680901,3.203224576680901,16.231525421142578,Complete the sentence: chairs are a kind of,Do you think chairs are house furnishings? Answer:
chairs,shelters,1,single_token,0,-5.24302506636495,-5.24302506636495,-5.24302506636495,-5.24302506636495,-0.8756378293037415,Complete the sentence: chairs are a kind of,Do you think chairs are shelters? Answer:
chairs,inanimate object,2,2token,1,10.30809623389785,10.30809623389785,5.154048116948925,5.154048116948925,15.179826736450195,Complete the sentence: chairs are a kind of,Do you think chairs are inanimate objects? Answer:
chairs,game,1,existing_hypernyms,0,-3.157258698474923,-3.157258698474923,-3.157258698474923,-3.157258698474923,-4.613776206970215,Complete the sentence: chairs are a kind of,Do you think chairs are a game? Answer:
chairs,home item,2,2token,1,0.36126958508779694,0.36126958508779694,0.18063479254389847,0.18063479254389847,10.382859230041504,Complete the sentence: chairs are a kind of,Do you think chairs are home items? Answer:
chairs,prop,1,single_token,1,0.822814507397883,0.822814507397883,0.822814507397883,0.822814507397883,8.140647888183594,Complete the sentence: chairs are a kind of,Do you think chairs are props? Answer:
chairs,house accessory,2,2token,1,5.517771885224022,5.517771885224022,2.758885942612011,2.758885942612011,6.109644889831543,Complete the sentence: chairs are a kind of,Do you think chairs are a house accessory? Answer:
chairs,household good,2,2token,1,-0.16524375307921702,-0.16524375307921702,-0.08262187653960851,-0.08262187653960851,15.547301292419434,Complete the sentence: chairs are a kind of,Do you think chairs are household goods? Answer:
chairs,flower,1,gpt4_negative,0,-0.45935181727256946,-0.45935181727256946,-0.45935181727256946,-0.45935181727256946,-2.998002529144287,Complete the sentence: chairs are a kind of,Do you think chairs are flowers? Answer:
chairs,house appliance,2,2token,0,4.472411079839631,4.472411079839631,2.2362055399198155,2.2362055399198155,-0.8780366778373718,Complete the sentence: chairs are a kind of,Do you think chairs are house appliances? Answer:
chairs,home equipment,2,2token,1,1.9185129954507367,1.9185129954507367,0.9592564977253684,0.9592564977253684,9.867256164550781,Complete the sentence: chairs are a kind of,Do you think chairs are home equipment? Answer:
chairs,house material,2,2token,0,1.4474596232018158,1.4474596232018158,0.7237298116009079,0.7237298116009079,-1.995934009552002,Complete the sentence: chairs are a kind of,Do you think chairs are house materials? Answer:
chairs,seating furniture,2,2token,1,5.602697133341259,5.602697133341259,2.8013485666706295,2.8013485666706295,14.695978164672852,Complete the sentence: chairs are a kind of,Do you think chairs are seating furniture? Answer:
chairs,office furniture,2,2token,1,8.475560273812732,8.475560273812732,4.237780136906366,4.237780136906366,14.643107414245605,Complete the sentence: chairs are a kind of,Do you think chairs are office furniture? Answer:
chairs,building block,2,2token,0,7.474374685386245,7.474374685386245,3.7371873426931224,3.7371873426931224,-1.7532432079315186,Complete the sentence: chairs are a kind of,Do you think chairs are a building block? Answer:
chairs,property,1,single_token,1,1.843437107021602,1.843437107021602,1.843437107021602,1.843437107021602,8.648443222045898,Complete the sentence: chairs are a kind of,Do you think chairs are a property? Answer:
chairs,stuff,1,single_token,1,-2.146151027213076,-2.146151027213076,-2.146151027213076,-2.146151027213076,-2.2520041465759277,Complete the sentence: chairs are a kind of,Do you think chairs are stuff? Answer:
chairs,house item,2,2token,1,2.836493750679878,2.836493750679878,1.418246875339939,1.418246875339939,9.023453712463379,Complete the sentence: chairs are a kind of,Do you think chairs are a house item? Answer:
chairs,housing,1,single_token,0,-2.6472748739760945,-2.6472748739760945,-2.6472748739760945,-2.6472748739760945,-2.379552125930786,Complete the sentence: chairs are a kind of,Do you think chairs are housing? Answer:
chairs,ornament,1,single_token,0,2.441868944379575,2.441868944379575,2.441868944379575,2.441868944379575,-1.2466062307357788,Complete the sentence: chairs are a kind of,Do you think chairs are ornaments? Answer:
chairs,household furnishing,2,2token,1,5.267706959581123,5.267706959581123,2.6338534797905613,2.6338534797905613,17.97752571105957,Complete the sentence: chairs are a kind of,Do you think chairs are a household furnishing? Answer:
chairs,furniture item,2,2token,1,7.2455552271742505,7.2455552271742505,3.6227776135871252,3.6227776135871252,10.109603881835938,Complete the sentence: chairs are a kind of,Do you think chairs are furniture items? Answer:
chairs,home article,2,2token,1,1.379156685790079,1.379156685790079,0.6895783428950395,0.6895783428950395,8.109517097473145,Complete the sentence: chairs are a kind of,Do you think chairs are home articles? Answer:
chairs,classroom,1,gpt4_negative,0,-2.918421556024935,-2.918421556024935,-2.918421556024935,-2.918421556024935,-1.1236655712127686,Complete the sentence: chairs are a kind of,Do you think chairs are classrooms? Answer:
chairs,indoor piece of furniture,4,2token,1,1.9721854844593665,1.9721854844593665,0.4930463711148416,0.4930463711148416,14.352073669433594,Complete the sentence: chairs are a kind of,Do you think chairs are indoor furniture? Answer:
