noun1,noun2,num_tokens,strategy,gpt4_ground_truth,gen_score,gen_score_typcorr,gen_score_lenorm,gen_score_typcorr_lenorm,val_score,gen_prompt,val_prompt
cars,animal,1,beam_search,0,1.3116787878666614,1.3116787878666614,1.3116787878666614,1.3116787878666614,-2.258749485015869,Complete the sentence: cars are a kind of,Do you think cars are animals? Answer:
cars,automobile,1,beam_search,1,4.8135481997918035,4.8135481997918035,4.8135481997918035,4.8135481997918035,2.380732536315918,Complete the sentence: cars are a kind of,Do you think cars are automobiles? Answer:
cars,machinery,1,beam_search,1,2.1086916054524334,2.1086916054524334,2.1086916054524334,2.1086916054524334,4.110047340393066,Complete the sentence: cars are a kind of,Do you think cars are machinery? Answer:
cars,engine,1,beam_search,0,2.5867732792449907,2.5867732792449907,2.5867732792449907,2.5867732792449907,-0.5019208192825317,Complete the sentence: cars are a kind of,Do you think cars are engines? Answer:
cars,wheel,1,beam_search,0,-0.9991974850679313,-0.9991974850679313,-0.9991974850679313,-0.9991974850679313,-0.8779658079147339,Complete the sentence: cars are a kind of,Do you think cars are wheels? Answer:
cars,toy,1,beam_search,0,2.3091913142331038,2.3091913142331038,2.3091913142331038,2.3091913142331038,-0.24968254566192627,Complete the sentence: cars are a kind of,Do you think cars are toys? Answer:
cars,motor,1,beam_search,0,2.46523965272438,2.46523965272438,2.46523965272438,2.46523965272438,-0.24997782707214355,Complete the sentence: cars are a kind of,Do you think cars are motors? Answer:
cars,road vehicle,2,beam_search,1,8.130493404204145,8.130493404204145,4.065246702102073,4.065246702102073,3.3819756507873535,Complete the sentence: cars are a kind of,Do you think cars are road vehicles? Answer:
cars,bicycle,1,beam_search,0,1.0627670209515934,1.0627670209515934,1.0627670209515934,1.0627670209515934,-0.7508208155632019,Complete the sentence: cars are a kind of,Do you think cars are bicycles? Answer:
cars,road transport,2,beam_search,1,9.12162799912996,9.12162799912996,4.56081399956498,4.56081399956498,5.129333019256592,Complete the sentence: cars are a kind of,Do you think cars are road transport? Answer:
cars,food,1,beam_search,0,-0.6459929171386491,-0.6459929171386491,-0.6459929171386491,-0.6459929171386491,-1.5018583536148071,Complete the sentence: cars are a kind of,Do you think cars are a food? Answer:
cars,mammal,1,beam_search,0,1.0459961434166924,1.0459961434166924,1.0459961434166924,1.0459961434166924,-1.7535531520843506,Complete the sentence: cars are a kind of,Do you think cars are mammals? Answer:
cars,fuel,1,beam_search,0,1.603824668888512,1.603824668888512,1.603824668888512,1.603824668888512,-0.3745664954185486,Complete the sentence: cars are a kind of,Do you think cars are fuel? Answer:
cars,equipment,1,beam_search,1,2.526981588227944,2.526981588227944,2.526981588227944,2.526981588227944,2.125643730163574,Complete the sentence: cars are a kind of,Do you think cars are equipment? Answer:
cars,conveyance,1,beam_search,1,10.707568543629222,10.707568543629222,10.707568543629222,10.707568543629222,4.243743896484375,Complete the sentence: cars are a kind of,Do you think cars are conveyances? Answer:
cars,bike,1,beam_search,0,0.38295448946147204,0.38295448946147204,0.38295448946147204,0.38295448946147204,-0.7511777877807617,Complete the sentence: cars are a kind of,Do you think cars are bikes? Answer:
cars,public transport,2,beam_search,0,8.595760155732727,8.595760155732727,4.297880077866363,4.297880077866363,-0.37500691413879395,Complete the sentence: cars are a kind of,Do you think cars are public transport? Answer:
cars,invention,1,beam_search,1,5.045774129776074,5.045774129776074,5.045774129776074,5.045774129776074,5.742768287658691,Complete the sentence: cars are a kind of,Do you think cars are inventions? Answer:
cars,boat,1,beam_search,0,0.9166030576918018,0.9166030576918018,0.9166030576918018,0.9166030576918018,-0.37521809339523315,Complete the sentence: cars are a kind of,Do you think cars are boats? Answer:
cars,device,1,beam_search,1,1.8194128619023076,1.8194128619023076,1.8194128619023076,1.8194128619023076,0.0005443692207336426,Complete the sentence: cars are a kind of,Do you think cars are devices? Answer:
cars,sport,1,beam_search,0,-0.2507519997236809,-0.2507519997236809,-0.2507519997236809,-0.2507519997236809,-0.24935263395309448,Complete the sentence: cars are a kind of,Do you think cars are a sport? Answer:
cars,four-wheeled vehicle,5,beam_search,1,5.955060888012305,5.955060888012305,1.191012177602461,1.191012177602461,5.239016532897949,Complete the sentence: cars are a kind of,Do you think cars are four-wheeled vehicles? Answer:
cars,furniture,1,beam_search,0,2.044803023928564,2.044803023928564,2.044803023928564,2.044803023928564,-0.2496456503868103,Complete the sentence: cars are a kind of,Do you think cars are furniture? Answer:
cars,vehicle,1,beam_search,1,4.744529665461599,4.744529665461599,4.744529665461599,4.744529665461599,0.634769082069397,Complete the sentence: cars are a kind of,Do you think cars are vehicles? Answer:
cars,land vehicle,2,beam_search,1,8.525075656767264,8.525075656767264,4.262537828383632,4.262537828383632,4.752598285675049,Complete the sentence: cars are a kind of,Do you think cars are a land vehicle? Answer:
cars,iron,1,beam_search,0,0.18091024047186544,0.18091024047186544,0.18091024047186544,0.18091024047186544,-0.7528728246688843,Complete the sentence: cars are a kind of,Do you think cars are iron? Answer:
cars,transport vehicle,2,beam_search,1,7.364488650588335,7.364488650588335,3.6822443252941675,3.6822443252941675,4.625519752502441,Complete the sentence: cars are a kind of,Do you think cars are transport vehicles? Answer:
cars,insect,1,beam_search,0,-1.6023049684792792,-1.6023049684792792,-1.6023049684792792,-1.6023049684792792,-1.1240378618240356,Complete the sentence: cars are a kind of,Do you think cars are insects? Answer:
cars,transport mean,2,beam_search,1,6.175233950786378,6.175233950786378,3.087616975393189,3.087616975393189,6.254156589508057,Complete the sentence: cars are a kind of,Do you think cars are transport means? Answer:
cars,plane,1,beam_search,0,0.4962074857164165,0.4962074857164165,0.4962074857164165,0.4962074857164165,-0.623616099357605,Complete the sentence: cars are a kind of,Do you think cars are planes? Answer:
cars,wheeled vehicle,2,beam_search,1,7.083800254377323,7.083800254377323,3.5419001271886614,3.5419001271886614,5.001150131225586,Complete the sentence: cars are a kind of,Do you think cars are wheeled vehicles? Answer:
cars,instrument,1,beam_search,0,1.8548715488291023,1.8548715488291023,1.8548715488291023,1.8548715488291023,-0.7528386116027832,Complete the sentence: cars are a kind of,Do you think cars are instruments? Answer:
cars,horse,1,beam_search,0,2.1847591188974267,2.1847591188974267,2.1847591188974267,2.1847591188974267,-0.7523630857467651,Complete the sentence: cars are a kind of,Do you think cars are horses? Answer:
cars,thing,1,beam_search,1,5.59812898604549,5.59812898604549,5.59812898604549,5.59812898604549,0.0017415285110473633,Complete the sentence: cars are a kind of,Do you think cars are things? Answer:
cars,vehicle,1,beam_search,1,4.744529665461599,4.744529665461599,4.744529665461599,4.744529665461599,2.2521159648895264,Complete the sentence: cars are a kind of,Do you think cars are a vehicle? Answer:
cars,land transport,2,beam_search,1,9.146955198771778,9.146955198771778,4.573477599385889,4.573477599385889,5.115424633026123,Complete the sentence: cars are a kind of,Do you think cars are land transport? Answer:
cars,van,1,beam_search,0,-0.3329643787779615,-0.3329643787779615,-0.3329643787779615,-0.3329643787779615,-1.3795011043548584,Complete the sentence: cars are a kind of,Do you think cars are vans? Answer:
cars,home,1,beam_search,1,-1.4320501071900633,-1.4320501071900633,-1.4320501071900633,-1.4320501071900633,1.8846691846847534,Complete the sentence: cars are a kind of,Do you think cars are homes? Answer:
cars,plant,1,beam_search,0,0.8536757171665617,0.8536757171665617,0.8536757171665617,0.8536757171665617,-0.87640380859375,Complete the sentence: cars are a kind of,Do you think cars are plants? Answer:
cars,water,1,beam_search,0,-2.8531329419358222,-2.8531329419358222,-2.8531329419358222,-2.8531329419358222,-0.8772207498550415,Complete the sentence: cars are a kind of,Do you think cars are water? Answer:
cars,transportation vehicle,2,beam_search,1,7.216079271580703,7.216079271580703,3.6080396357903517,3.6080396357903517,6.241040229797363,Complete the sentence: cars are a kind of,Do you think cars are transportation vehicles? Answer:
cars,mechanical device,2,beam_search,1,6.751537410343893,6.751537410343893,3.3757687051719465,3.3757687051719465,5.11479377746582,Complete the sentence: cars are a kind of,Do you think cars are mechanical devices? Answer:
