noun1,noun2,num_tokens,strategy,gpt4_ground_truth,gen_score,gen_score_typcorr,gen_score_lenorm,gen_score_typcorr_lenorm,val_score,gen_prompt,val_prompt
diapers,clothing,1,beam_search,1,2.360452880027367,2.360452880027367,2.360452880027367,2.360452880027367,-1.7471249103546143,Complete the sentence: diapers are a kind of,Do you think diapers are clothing? Answer:
diapers,cloth,1,beam_search,1,3.064977677428617,3.064977677428617,3.064977677428617,3.064977677428617,-1.7471462488174438,Complete the sentence: diapers are a kind of,Do you think diapers are clothes? Answer:
diapers,garment,1,beam_search,1,3.2279386608202874,3.2279386608202874,3.2279386608202874,3.2279386608202874,-1.7481141090393066,Complete the sentence: diapers are a kind of,Do you think diapers are a garment? Answer:
diapers,toy,1,beam_search,0,-0.15955868576689625,-0.15955868576689625,-0.15955868576689625,-0.15955868576689625,-2.132880926132202,Complete the sentence: diapers are a kind of,Do you think diapers are a toy? Answer:
diapers,fabric,1,beam_search,0,2.4632926009761995,2.4632926009761995,2.4632926009761995,2.4632926009761995,-1.7481294870376587,Complete the sentence: diapers are a kind of,Do you think diapers are fabrics? Answer:
diapers,food,1,beam_search,0,-5.614742917138649,-5.614742917138649,-5.614742917138649,-5.614742917138649,-2.3755674362182617,Complete the sentence: diapers are a kind of,Do you think diapers are a food? Answer:
diapers,underwear,1,beam_search,1,3.697257696568199,3.697257696568199,3.697257696568199,3.697257696568199,-1.6250653266906738,Complete the sentence: diapers are a kind of,Do you think diapers are underwear? Answer:
diapers,nappy,2,beam_search,1,9.977858388118484,9.977858388118484,4.988929194059242,4.988929194059242,-1.8809202909469604,Complete the sentence: diapers are a kind of,Do you think diapers are nappies? Answer:
diapers,baby cloth,2,beam_search,0,13.943138194873065,13.943138194873065,6.971569097436532,6.971569097436532,-1.7461628913879395,Complete the sentence: diapers are a kind of,Do you think diapers are baby clothes? Answer:
diapers,baby cloth,2,beam_search,1,13.943138194873065,13.943138194873065,6.971569097436532,6.971569097436532,-1.5010384321212769,Complete the sentence: diapers are a kind of,Do you think diapers are baby clothing? Answer:
diapers,diaper,1,beam_search,0,3.3276068933983947,3.3276068933983947,3.3276068933983947,3.3276068933983947,-1.75299072265625,Complete the sentence: diapers are a kind of,Do you think diapers are diapers? Answer:
diapers,accessory,1,beam_search,0,-0.03895531675777342,-0.03895531675777342,-0.03895531675777342,-0.03895531675777342,-1.9922618865966797,Complete the sentence: diapers are a kind of,Do you think diapers are accessories? Answer:
diapers,fruit,1,beam_search,0,-3.1075646913627217,-3.1075646913627217,-3.1075646913627217,-3.1075646913627217,-2.253983497619629,Complete the sentence: diapers are a kind of,Do you think diapers are a fruit? Answer:
diapers,undergarment,3,beam_search,1,10.280397593536083,10.280397593536083,3.426799197845361,3.426799197845361,-1.880085825920105,Complete the sentence: diapers are a kind of,Do you think diapers are undergarments? Answer:
diapers,bag,1,beam_search,1,0.0020637024012497562,0.0020637024012497562,0.0020637024012497562,0.0020637024012497562,-2.13191556930542,Complete the sentence: diapers are a kind of,Do you think diapers are bags? Answer:
diapers,waste,1,beam_search,1,3.7716743713924252,3.7716743713924252,3.7716743713924252,3.7716743713924252,-1.7481176853179932,Complete the sentence: diapers are a kind of,Do you think diapers are a waste? Answer:
diapers,towel,1,beam_search,0,0.23852947833298188,0.23852947833298188,0.23852947833298188,0.23852947833298188,-1.9922598600387573,Complete the sentence: diapers are a kind of,Do you think diapers are towels? Answer:
diapers,pant,1,beam_search,0,1.9522949255895377,1.9522949255895377,1.9522949255895377,1.9522949255895377,-1.747143268585205,Complete the sentence: diapers are a kind of,Do you think diapers are pants? Answer:
diapers,children's cloth,4,beam_search,1,12.815060507876591,12.815060507876591,3.203765126969148,3.203765126969148,-1.6241563558578491,Complete the sentence: diapers are a kind of,Do you think diapers are children's clothing? Answer:
diapers,baby thing,2,beam_search,1,9.357223738617108,9.357223738617108,4.678611869308554,4.678611869308554,-1.7529981136322021,Complete the sentence: diapers are a kind of,Do you think diapers are a baby thing? Answer:
diapers,cloth,1,beam_search,0,3.064977677428617,3.064977677428617,3.064977677428617,3.064977677428617,-1.7471462488174438,Complete the sentence: diapers are a kind of,Do you think diapers are clothes? Answer:
diapers,shirt,1,beam_search,0,-1.022584584147646,-1.022584584147646,-1.022584584147646,-1.022584584147646,-2.1314260959625244,Complete the sentence: diapers are a kind of,Do you think diapers are shirts? Answer:
diapers,container,1,beam_search,1,0.6611944222751553,0.6611944222751553,0.6611944222751553,0.6611944222751553,-1.9932361841201782,Complete the sentence: diapers are a kind of,Do you think diapers are containers? Answer:
diapers,blanket,1,beam_search,0,-2.821774570837041,-2.821774570837041,-2.821774570837041,-2.821774570837041,-2.253488779067993,Complete the sentence: diapers are a kind of,Do you think diapers are blankets? Answer:
