noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
diapers,clothing,clothing,No,Yes,Do you think diapers are clothing?,diapers are a kind of clothing,-0.3378329873085022,1,beam_search,Yes,-17.877077981217823,-19.91212800120429,-18.201940777908916,-10.431116904793736,-12.8259321903203
diapers,cloth,clothes,Yes,Yes,Do you think diapers are clothes?,diapers are a kind of cloth,-0.5973634719848633,1,beam_search,Yes,-17.493136471961822,-19.91212800120429,-19.73985887032437,-9.854695483606605,-12.8259321903203
diapers,garment,garment,No,No,Do you think diapers are a garment?,diapers are a kind of garment.,-0.8704932332038879,2,beam_search,Yes,-17.1703329572268,-19.91212800120429,-19.9561516688989,-12.457075693723462,-12.8259321903203
diapers,toy,toy,No,No,Do you think diapers are a toy?,diapers are a kind of toy,-0.9807688593864441,1,beam_search,No,-14.778533258953818,-19.91212800120429,-20.913898517158334,-10.819773284422784,-12.8259321903203
diapers,fabric,fabric,No,Yes,Do you think diapers are fabrics?,diapers are a kind of fabric,-1.0093166828155518,1,beam_search,No,-15.236887913329188,-19.91212800120429,-18.6412785597311,-11.330595574877663,-12.8259321903203
diapers,food,food,No,No,Do you think diapers are a food?,diapers are a kind of food,-1.024953842163086,1,beam_search,No,-9.872208014754865,-19.91212800120429,-16.510255001080417,-8.290057220426196,-12.8259321903203
diapers,underwear,underwear,No,Yes,Do you think diapers are underwear?,diapers are a kind of underwear,-1.0535304546356201,2,beam_search,Yes,-18.082989414772307,-19.91212800120429,-20.766574979580124,-11.605029789025867,-12.8259321903203
diapers,nappy,nappy,No,Yes,Do you think diapers are nappies?,diapers are a kind of nappy.,-1.129449486732483,2,beam_search,Yes,-17.60700605228502,-19.91212800120429,-22.963254770463188,-14.091132315923689,-12.8259321903203
diapers,baby cloth,baby clothes,Yes,Yes,Do you think diapers are baby clothes?,diapers are a kind of baby cloth,-1.174943208694458,2,beam_search,No,-20.19909489343472,-19.91212800120429,-23.935342014409052,-10.109280008516286,-12.8259321903203
diapers,baby cloth,baby clothing,Yes,Yes,Do you think diapers are baby clothing?,diapers are a kind of baby cloth.,-1.176543951034546,2,beam_search,Yes,-20.36073892846393,-19.91212800120429,-25.22860067391103,-10.580757446939659,-12.8259321903203
diapers,diaper,diaper,No,Yes,Do you think diapers are diapers?,diapers are a kind of diaper.,-1.1827681064605713,2,beam_search,No,-19.218549299158582,-19.91212800120429,-18.386327152283428,-12.687307105118727,-12.8259321903203
diapers,accessory,accessory,No,Yes,Do you think diapers are accessories?,diapers are a kind of accessory.,-1.2527239322662354,1,beam_search,No,-18.05284595785042,-19.91212800120429,-19.474962275158543,-12.363873311794219,-12.8259321903203
diapers,fruit,fruit,No,No,Do you think diapers are a fruit?,diapers are a kind of fruit.,-1.3456673622131348,1,beam_search,No,-10.40945006013787,-19.91212800120429,-16.34784265509167,-10.199199108516742,-12.8259321903203
diapers,undergarment,undergarment,No,Yes,Do you think diapers are undergarments?,diapers are a kind of undergarment.,-1.3713423013687134,3,beam_search,Yes,-18.7380069832323,-19.91212800120429,-24.5826153318126,-16.02187679321778,-12.8259321903203
diapers,bag,bag,No,Yes,Do you think diapers are bags?,diapers are a kind of bag,-1.3716953992843628,1,beam_search,Yes,-9.514104960508357,-19.91212800120429,-17.037374731612125,-9.693225006308703,-12.8259321903203
diapers,waste,waste,No,No,Do you think diapers are a waste?,diapers are a kind of waste,-1.4516723155975342,1,beam_search,Yes,-16.39674008045028,-19.91212800120429,-18.719958586712366,-9.6472945991893,-12.8259321903203
diapers,towel,towel,No,Yes,Do you think diapers are towels?,diapers are a kind of towel.,-1.4568743705749512,2,beam_search,No,-16.85353380108661,-19.91212800120429,-25.674867589621687,-11.651027286109512,-12.8259321903203
diapers,pant,pant,No,Yes,Do you think diapers are pants?,diapers are a kind of pant,-1.474596381187439,1,beam_search,No,-14.003691832103064,-19.91212800120429,-20.61800984676113,-13.403334684164667,-12.8259321903203
diapers,children's cloth,children's clothing,Yes,Yes,Do you think diapers are children's clothing?,diapers are a kind of children's cloth,-1.485668420791626,4,beam_search,Yes,-20.725667815715237,-19.91212800120429,-25.472344067215772,-11.120876620460274,-12.8259321903203
diapers,baby thing,baby thing,No,No,Do you think diapers are a baby thing?,diapers are a kind of baby thing.,-1.4912949800491333,2,beam_search,Yes,-18.072012105425863,-19.91212800120429,-22.865433925287437,-8.910235038785379,-12.8259321903203
diapers,cloth,cloths,Yes,Yes,Do you think diapers are clothes?,diapers are a kind of cloth.,-1.4932198524475098,1,beam_search,No,-17.81712625905607,-19.91212800120429,-21.892874072292784,-13.608415091071672,-12.8259321903203
diapers,shirt,shirt,No,Yes,Do you think diapers are shirts?,diapers are a kind of shirt,-1.5024179220199585,1,beam_search,No,-10.020382418265658,-19.91212800120429,-17.666030307766796,-10.061309295812062,-12.8259321903203
diapers,container,container,No,Yes,Do you think diapers are containers?,diapers are a kind of container.,-1.5127103328704834,1,beam_search,Yes,-10.39245894196004,-19.91212800120429,-16.953834961623706,-11.445257470745693,-12.8259321903203
diapers,blanket,blanket,No,Yes,Do you think diapers are blankets?,diapers are a kind of blanket.,-1.545055866241455,2,beam_search,No,-18.27272519349176,-19.91212800120429,-18.644942853477687,-11.355913169188542,-12.8259321903203
diapers,baby's cloth,baby's clothing,Yes,Yes,Do you think diapers are baby's clothing?,diapers are a kind of baby's cloth,-1.5479484796524048,4,beam_search,Yes,-21.845341357383866,-19.91212800120429,-27.960878457344542,-12.3407246658234,-12.8259321903203
diapers,baby supply,baby supplies,Yes,Yes,Do you think diapers are baby supplies?,diapers are a kind of baby supply.,-1.5535609722137451,2,beam_search,Yes,-20.427370295739827,-19.91212800120429,-26.036942711064405,-10.561263728262375,-12.8259321903203
diapers,baby care product,baby care product,No,No,Do you think diapers are a baby care product?,diapers are a kind of baby care product.,-1.570963978767395,3,beam_search,Yes,-26.986591053578366,-19.91212800120429,-27.186388001314697,-9.875870439979755,-12.8259321903203
diapers,object,object,No,Yes,Do you think diapers are objects?,diapers are a kind of object.,-1.578933596611023,1,beam_search,Yes,-9.457202880901098,-19.91212800120429,-18.576452302082014,-10.223690061876328,-12.8259321903203
diapers,baby cloth,baby cloth,No,Yes,Do you think diapers are baby clothes?,diapers are a kind of baby cloth,-1.6028302907943726,2,beam_search,No,-21.69309816546486,-19.91212800120429,-24.003167384748192,-11.502965233175976,-12.8259321903203
diapers,baby care,baby care,No,Yes,Do you think diapers are baby care?,diapers are a kind of baby care,-1.6135231256484985,2,beam_search,Yes,-18.410021059537,-19.91212800120429,-23.706017739064198,-9.019719185921593,-12.8259321903203
diapers,necessity,necessity,No,No,Do you think diapers are a necessity?,diapers are a kind of necessity.,-1.6475801467895508,2,beam_search,Yes,-17.138491481339237,-19.91212800120429,-18.241929375259808,-11.7199373343572,-12.8259321903203
diapers,footwear,footwear,No,Yes,Do you think diapers are footwear?,diapers are a kind of footwear,-1.6719801425933838,2,beam_search,No,-18.63796391571983,-19.91212800120429,-19.21781135447827,-12.848488689683762,-12.8259321903203
diapers,cloth for baby,cloth for babies,Yes,Yes,Do you think diapers are cloths for babies?,diapers are a kind of cloth for baby.,-1.6821073293685913,3,beam_search,No,-23.5538400603433,-19.91212800120429,-27.12882128466338,-11.76651533725424,-12.8259321903203
diapers,noun,noun,No,No,Do you think diapers are a noun?,diapers are a kind of noun.,-1.7029672861099243,1,beam_search,Yes,-15.477668835141468,-19.91212800120429,-21.104795395868756,-12.411842988787038,-12.8259321903203
diapers,baby's cloth,baby's clothes,Yes,Yes,Do you think diapers are baby's clothes?,diapers are a kind of baby's cloth.,-1.7189325094223022,4,beam_search,No,-21.773808196096688,-19.91212800120429,-28.308756005281403,-12.274330073236499,-12.8259321903203
diapers,underclothing,underclothing,No,Yes,Do you think diapers are underclothing?,diapers are a kind of underclothing,-1.7198442220687866,2,beam_search,Yes,-22.41696278573336,-19.91212800120429,-25.80989346839988,-17.5662654157963,-12.8259321903203
diapers,disposable,disposable,No,Yes,Do you think diapers are disposable?,diapers are a kind of disposable,-1.7285970449447632,1,beam_search,Yes,-16.229562341341847,-19.91212800120429,-19.135377242413067,-12.501760008320096,-12.8259321903203
diapers,plastic,plastic,No,Yes,Do you think diapers are plastics?,diapers are a kind of plastic,-1.7312633991241455,1,beam_search,No,-15.670694565193578,-19.91212800120429,-15.935994205162405,-10.337349048751001,-12.8259321903203
diapers,thing,things,Yes,Yes,Do you think diapers are things?,diapers are a kind of thing.,-1.7568609714508057,1,beam_search,Yes,-10.890921169972547,-19.91212800120429,-18.326508651190142,-7.5055920979195925,-12.8259321903203
diapers,furniture,furniture,No,Yes,Do you think diapers are furniture?,diapers are a kind of furniture,-1.7576606273651123,1,beam_search,No,-15.378502283304199,-19.91212800120429,-20.494255472727605,-10.845090964202594,-12.8259321903203
diapers,underpant,underpants,Yes,Yes,Do you think diapers are underpants?,diapers are a kind of underpant.,-1.7580054998397827,2,beam_search,Yes,-19.132050140751545,-19.91212800120429,-24.88293464474563,-13.999313211040027,-12.8259321903203
diapers,bottles,bottle,Yes,Yes,Do you think diapers are bottles?,diapers are a kind of bottles.,-1.7606441974639893,1,beam_search,No,-14.59019508662946,-19.91212800120429,-18.410178408751417,-10.199199108516742,-12.8259321903203
diapers,baby need,baby needs,Yes,Yes,Do you think diapers are what a baby needs?,diapers are a kind of baby need.,-1.7665141820907593,2,beam_search,Yes,-18.360994590181768,-19.91212800120429,-26.448159366472456,-9.190536764288327,-12.8259321903203
diapers,child's cloth,child's clothing,Yes,No,Do you think diapers are a child's clothing?,diapers are a kind of child's cloth,-1.7695236206054688,4,beam_search,Yes,-20.698598760320568,-19.91212800120429,-27.566316999653875,-11.822158091452454,-12.8259321903203
diapers,vegetable,vegetable,No,No,Do you think diapers are a vegetable?,diapers are a kind of vegetable.,-1.7713826894760132,1,beam_search,No,-21.440018856463897,-19.91212800120429,-18.79537082734695,-11.651027286109512,-12.8259321903203
diapers,toilet paper,toilet paper,No,Yes,Do you think diapers are toilet paper?,diapers are a kind of toilet paper,-1.7770618200302124,2,beam_search,No,-21.425604378469643,-19.91212800120429,-20.56071013269332,-10.95903460463387,-12.8259321903203
diapers,household item,household item,No,No,Do you think diapers are a household item?,diapers are a kind of household item.,-1.779974341392517,2,beam_search,Yes,-28.252597867426157,-19.91212800120429,-23.952138889084992,-11.018223125591735,-12.8259321903203
