noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
mirrors,iron,iron,No,Yes,Do you think mirrors are iron?,mirrors are a kind of iron,-1.9321750402450562,1,beam_search,No,-9.83777550089495,-19.1016772007016,-18.355202675109414,-9.808175554551639,-11.949865760413415
mirrors,lens,lens,No,Yes,Do you think mirrors are lenses?,mirrors are a kind of lens.,-1.3031342029571533,1,beam_search,No,-14.509921072911173,-19.1016772007016,-19.287644107531058,-11.120876620460274,-11.949865760413415
mirrors,household material,household materials,Yes,Yes,Do you think mirrors are household materials?,mirrors are a kind of household material.,-12.90625,2,2token,Yes,-28.15435407462477,-19.1016772007016,-29.647935859766307,-10.829823569771488,-11.949865760413415
mirrors,craft object,craft object,No,Yes,Do you think mirrors are craft objects?,mirrors are a kind of craft object.,-15.03125,2,2token,Yes,-18.922488744526948,-19.1016772007016,-26.171704335229236,-11.258275494688709,-11.949865760413415
mirrors,equipment,equipment,No,Yes,Do you think mirrors are equipment?,mirrors are a kind of equipment,-1.225886344909668,1,beam_search,Yes,-16.93632685557338,-19.1016772007016,-20.68168048197275,-9.486092556040502,-11.949865760413415
mirrors,decorative item,decorative items,Yes,Yes,Do you think mirrors are decorative items?,mirrors are a kind of decorative item.,-11.59375,2,2token,Yes,-24.813912705065256,-19.1016772007016,-29.50702656247725,-12.073274021314857,-11.949865760413415
mirrors,reflective surface,reflective surface,No,No,Do you think mirrors are a reflective surface?,mirrors are a kind of reflective surface.,-12.59375,2,2token,Yes,-29.51022265305058,-19.1016772007016,-30.748440665338165,-12.534548935110227,-11.949865760413415
mirrors,luster,luster,No,Yes,Do you think mirrors are lusters?,mirrors are a kind of luster.,-13.3125,1,single_token,No,-12.103929736026823,-19.1016772007016,-19.47442482110084,-13.907516203760299,-11.949865760413415
mirrors,piece of glass,piece glass,Yes,Yes,Do you think mirrors are pieces of glass?,mirrors are a kind of piece of glass.,-16.96875,2,2token,Yes,-20.221572481802013,-19.1016772007016,-27.325926163841878,-10.05430811669202,-11.949865760413415
mirrors,wonder,wonder,No,No,Do you think mirrors are a wonder?,mirrors are a kind of wonder.,-11.1875,1,single_token,Yes,-16.009323203642708,-19.1016772007016,-16.111268316019995,-9.371682347297504,-11.949865760413415
mirrors,art product,art product,No,Yes,Do you think mirrors are art products?,mirrors are a kind of art product.,-14.71875,2,2token,Yes,-16.81927436465272,-19.1016772007016,-24.049488608007184,-9.7013617344604,-11.949865760413415
mirrors,kitchen utensil,kitchen utensils,Yes,Yes,Do you think mirrors are kitchen utensils?,mirrors are a kind of kitchen utensil.,-12.296875,2,2token,No,-25.064401169546876,-19.1016772007016,-21.755351799252647,-13.390177465218644,-11.949865760413415
mirrors,light reflector,light reflect,Yes,Yes,Do you think mirrors are light reflectors?,mirrors are a kind of light reflector,-10.84375,2,2token,Yes,-18.952303927125495,-19.1016772007016,-23.347173317006217,-10.724463559161743,-11.949865760413415
mirrors,help,help,No,No,Do you think mirrors are a help?,mirrors are a kind of help,-9.3125,1,gpt4_negative,Yes,-9.14985659994861,-19.1016772007016,-17.970795009078504,-7.4840085301346555,-11.949865760413415
mirrors,fair,fair,No,Yes,Do you think mirrors are fair?,mirrors are a kind of fair,-15.3125,1,single_token,No,-9.492302409252137,-19.1016772007016,-18.603940265092046,-9.233607975374607,-11.949865760413415
mirrors,magic mirror,magic mirror,No,Yes,Do you think mirrors are magic mirrors?,mirrors are a kind of magic mirror.,-16.3125,2,2token,No,-22.64799279029382,-19.1016772007016,-22.098748042705523,-10.845090964202594,-11.949865760413415
mirrors,jam,jam,No,Yes,Do you think mirrors are jams?,mirrors are a kind of jam,-13.6875,1,single_token,No,-9.616637988057425,-19.1016772007016,-19.21817252123428,-11.120876620460274,-11.949865760413415
mirrors,promotional merchandise,promotional merchandise,No,Yes,Do you think mirrors are promotional merchandise?,mirrors are a kind of promotional merchandise.,-22.53125,2,gpt4_positive,Yes,-25.55494939407715,-19.1016772007016,-29.187245686833386,-12.439241280491473,-11.949865760413415
mirrors,household product,household product,No,No,Do you think mirrors are a household product?,mirrors are a kind of household product.,-10.90625,2,2token,Yes,-28.661434231135793,-19.1016772007016,-27.02188299987946,-10.71541376459168,-11.949865760413415
mirrors,useful invention,useful invention,No,No,Do you think mirrors are a useful invention?,mirrors are a kind of useful invention.,-12.90625,2,2token,Yes,-26.93987885378614,-19.1016772007016,-24.741061423731036,-11.610527268539684,-11.949865760413415
mirrors,artificial thing,artificial thing,No,Yes,Do you think mirrors are artificial things?,mirrors are a kind of artificial thing.,-12.15625,2,2token,Yes,-29.09699649583657,-19.1016772007016,-22.5078900451033,-10.994125719191825,-11.949865760413415
mirrors,bearing,bearing,No,Yes,Do you think mirrors are bearings?,mirrors are a kind of bearing,-14.875,1,single_token,No,-11.259685619706126,-19.1016772007016,-18.648597454635965,-11.006101838523536,-11.949865760413415
mirrors,shiny object,shiny objet,Yes,Yes,Do you think mirrors are shiny objects?,mirrors are a kind of shiny object.,-13.875,2,2token,Yes,-32.90555821177588,-19.1016772007016,-29.172974443778298,-16.058883791326473,-11.949865760413415
mirrors,environment,environment,No,Yes,Do you think mirrors are environments?,mirrors are a kind of environment,-11.25,1,gpt4_negative,No,-10.824152020854726,-19.1016772007016,-17.165341796563244,-9.510093676135478,-11.949865760413415
mirrors,shiny tool,shiny tool,No,No,Do you think mirrors are a shiny tool?,mirrors are a kind of shiny tool.,-13.875,2,2token,Yes,-25.39918033109725,-19.1016772007016,-24.182640063715162,-11.979718254483311,-11.949865760413415
mirrors,daily use item,daily use item,No,No,Do you think mirrors are a daily use item?,mirrors are a kind of daily use item.,-14.7265625,3,gpt4_positive,Yes,-28.725457818593565,-19.1016772007016,-28.757249750562853,-10.5196699882631,-11.949865760413415
mirrors,science thing,science thing,No,No,Do you think mirrors are a science thing?,mirrors are a kind of science thing.,-13.65625,2,2token,Yes,-19.0787949680128,-19.1016772007016,-24.47357473199156,-9.161549255426252,-11.949865760413415
mirrors,room furniture,room furniture,No,Yes,Do you think mirrors are room furniture?,mirrors are a kind of room furniture,-12.8125,2,2token,No,-19.889332497998765,-19.1016772007016,-25.397883545813983,-10.919593094845878,-11.949865760413415
mirrors,plane geometry,plane geometry,No,Yes,Do you think mirrors are planes of geometry?,mirrors are a kind of plane geometry,-16.46875,2,2token,No,-22.541214926823677,-19.1016772007016,-26.022115276841618,-11.92389067092399,-11.949865760413415
mirrors,useful item,useful items,Yes,Yes,Do you think mirrors are useful items?,mirrors are a kind of useful item.,-12.03125,2,2token,Yes,-24.505545103811233,-19.1016772007016,-29.131404072166074,-10.479737422912045,-11.949865760413415
mirrors,fish hook,fish hook,No,Yes,Do you think mirrors are fish hooks?,mirrors are a kind of fish hook.,-17.375,2,2token,No,-20.493327706424882,-19.1016772007016,-25.15943796307965,-10.919593094845878,-11.949865760413415
mirrors,useful thing,useful things,Yes,Yes,Do you think mirrors are useful things?,mirrors are a kind of useful thing.,-9.4140625,2,2token,Yes,-23.029455532159247,-19.1016772007016,-26.606082084791524,-9.946392965866911,-11.949865760413415
mirrors,temperament,temperament,No,Yes,Do you think mirrors are temperaments?,mirrors are a kind of temperament.,-21.75,1,gpt4_negative,No,-20.134815489543897,-19.1016772007016,-20.549135415518972,-12.98691507322928,-11.949865760413415
mirrors,diesel,diesel,No,Yes,Do you think mirrors are diesels?,mirrors are a kind of diesel,-23.25,1,gpt4_negative,No,-19.045968021954117,-19.1016772007016,-22.144528962581678,-11.399587851131656,-11.949865760413415
mirrors,layer,layer,No,No,Do you think mirrors are a layer?,mirrors are a kind of layer.,-14.3125,1,single_token,Yes,-10.100062160292804,-19.1016772007016,-17.43588652694498,-10.592638727770726,-11.949865760413415
mirrors,sun control,sun control,No,Yes,Do you think mirrors are sun controls?,mirrors are a kind of sun control,-15.90625,2,2token,Yes,-17.55353700569855,-19.1016772007016,-28.195286874110053,-9.596001382201013,-11.949865760413415
mirrors,room thing,room thing,No,No,Do you think mirrors are a room thing?,mirrors are a kind of room thing.,-14.4375,2,2token,Yes,-17.96815560494761,-19.1016772007016,-24.737673887328015,-8.697516146745302,-11.949865760413415
mirrors,color reflection,color reflection,No,No,Do you think mirrors are a color reflection?,mirrors are a kind of color reflection,-17.625,2,2token,No,-20.126241794534046,-19.1016772007016,-24.71372591723221,-11.289773913688018,-11.949865760413415
mirrors,durable object,durable object,No,Yes,Do you think mirrors are durable objects?,mirrors are a kind of durable object.,-15.46875,2,gpt4_positive,Yes,-24.629599945049367,-19.1016772007016,-27.433953538137388,-12.373284924523585,-11.949865760413415
mirrors,cloth,cloth,No,Yes,Do you think mirrors are cloth?,mirrors are a kind of cloth,-14.5,1,single_token,No,-15.344430293898675,-19.1016772007016,-21.33081071078908,-11.445257470745693,-11.949865760413415
mirrors,discarded object,discarded object,No,Yes,Do you think mirrors are discarded objects?,mirrors are a kind of discarded object.,-20.484375,2,gpt4_positive,No,-26.040146787223783,-19.1016772007016,-26.61460659709711,-12.559866030863843,-11.949865760413415
mirrors,light management device,light management device,No,No,Do you think mirrors are a light management device?,mirrors are a kind of light management device,-19.46875,3,gpt4_positive,Yes,-24.43066326472109,-19.1016772007016,-28.563795655663455,-10.417648733091621,-11.949865760413415
mirrors,surround,surround,No,Yes,Do you think mirrors are surrounds?,mirrors are a kind of surround,-15.3125,1,single_token,No,-16.216681994900636,-19.1016772007016,-18.433746371347993,-11.995795512722887,-11.949865760413415
mirrors,flat land,flat land,No,Yes,Do you think mirrors are flat lands?,mirrors are a kind of flat land,-14.53125,2,2token,No,-20.018783995228382,-19.1016772007016,-25.54621024394088,-10.129131727805932,-11.949865760413415
mirrors,shiny thing,shiny thing,No,Yes,Do you think mirrors are shiny things?,mirrors are a kind of shiny thing.,-1.7827876806259155,2,beam_search,Yes,-22.718348412075432,-19.1016772007016,-21.1759337784444,-11.803264397083295,-11.949865760413415
mirrors,seat,seat,No,Yes,Do you think mirrors are seats?,mirrors are a kind of seat.,-13.6875,1,single_token,No,-10.310479115720852,-19.1016772007016,-19.603878842596856,-9.624340298248473,-11.949865760413415
mirrors,hard glass,hard glass,No,Yes,Do you think mirrors are hard glass?,mirrors are a kind of hard glass.,-13.125,2,2token,No,-19.268537324507005,-19.1016772007016,-24.83544499419998,-9.744774154898122,-11.949865760413415
mirrors,pudding,pudding,No,Yes,Do you think mirrors are puddings?,mirrors are a kind of pudding,-14.125,1,single_token,No,-17.897196791226868,-19.1016772007016,-21.284226530504235,-12.411842988787038,-11.949865760413415
mirrors,artificial glass,artificial glass,No,Yes,Do you think mirrors are artificial glass?,mirrors are a kind of artificial glass,-15.40625,2,2token,No,-26.779148417450266,-19.1016772007016,-24.32236604621363,-11.176446085517382,-11.949865760413415
mirrors,transparent glass,transparent glass,No,Yes,Do you think mirrors are transparent glass?,mirrors are a kind of transparent glass,-11.484375,2,2token,No,-26.02862625246853,-19.1016772007016,-24.15357244464777,-11.624963783159084,-11.949865760413415
