noun1,fixed_hypernym_generator,original_hypernym,corrected_generator,corrected_discriminator,discriminator_sentence,generator_sentence,log_prob,num_tokens,strategy,gpt4_ground_truth,log_prob_noun2,log_prob_noun1,log_prob_noun2_given_context,log_wordfreq_noun2,log_wordfreq_noun1
elephants,dier,dier,No,Yes,N/A,elephants are a kind of dier,-13.625,1,single_token,Yes,-14.346469527662716,-22.983548125652312,-20.974704834275357,-15.08100421893846,-11.949865760413415
elephants,preposition,preposition,No,Yes,N/A,elephants are a kind of preposition,-14.3125,1,single_token,No,-16.111850441564954,-22.983548125652312,-22.3947709263303,-14.689939835743512,-11.949865760413415
elephants,temperature,temperature,No,Yes,N/A,elephants are a kind of temperature,-15.8125,1,single_token,No,-18.05429671372748,-22.983548125652312,-20.759058923223773,-10.038160167535828,-11.949865760413415
elephants,fout,fout,No,Yes,N/A,elephants are a kind of fout,-15.8125,1,single_token,No,-14.057991702256839,-22.983548125652312,-23.420154154158617,-17.359424241828023,-11.949865760413415
elephants,register,register,No,Yes,N/A,elephants are a kind of register,-16.0,1,single_token,No,-11.5446983661887,-22.983548125652312,-21.15214436862698,-10.15451373664909,-11.949865760413415
elephants,vote,vote,No,Yes,N/A,elephants are a kind of vote,-16.25,1,single_token,No,-9.691739086244738,-22.983548125652312,-20.92423964580116,-8.955697378409104,-11.949865760413415
elephants,ply,ply,No,Yes,N/A,elephants are a kind of ply,-16.75,1,single_token,No,-10.730337177660493,-22.983548125652312,-18.734614138488702,-13.471849934103227,-11.949865760413415
elephants,share,share,No,Yes,N/A,elephants are a kind of share.,-16.875,1,single_token,No,-9.542870732990266,-22.983548125652312,-19.70442936798872,-8.752914892026116,-11.949865760413415
elephants,pet shop,pet shop,No,Yes,N/A,elephants are a kind of pet shop,-18.4375,2,2token,No,-18.70923392088311,-22.983548125652312,-25.94443804096018,-10.795080793783029,-11.949865760413415
elephants,tournament,tournament,No,Yes,N/A,elephants are a kind of tournament.,-19.0,1,gpt4_negative,No,-17.923209351751332,-22.983548125652312,-23.38277841070466,-10.223690061876328,-11.949865760413415
elephants,sidewalk,sidewalk,No,Yes,N/A,elephants are a kind of sidewalk,-20.125,1,gpt4_negative,No,-18.631305320372046,-22.983548125652312,-20.755167603197506,-12.248959269932646,-11.949865760413415
elephants,handbook,handbook,No,Yes,N/A,elephants are a kind of handbook.,-21.25,1,gpt4_negative,No,-18.229307064206953,-22.983548125652312,-22.610561109952954,-11.83587553950734,-11.949865760413415
