question,answer,correct,strategy
Who was executed by firing squad in utah?,William Cockcroft,Yes,ambigqa
Who was executed by firing squad in utah?,"""Unknown Man""",Yes,ambigqa
Who was executed by firing squad in utah?,Unknown Man,Yes,ambigqa
Who was executed by firing squad in utah?,Jason R. Luce,Yes,ambigqa
Who was executed by firing squad in utah?,Robert Sutton,Yes,ambigqa
Who was executed by firing squad in utah?,Chauncy W. Millard,Yes,ambigqa
Who was executed by firing squad in utah?,John Doyle Lee,Yes,ambigqa
Who was executed by firing squad in utah?,Wallace Wilkerson,Yes,ambigqa
Who was executed by firing squad in utah?,Frederick Hopt,Yes,ambigqa
Who was executed by firing squad in utah?,Fred Welcome,Yes,ambigqa
Who was executed by firing squad in utah?,Enoch Davis,Yes,ambigqa
Who was executed by firing squad in utah?,Pat Coughlin,Yes,ambigqa
Who was executed by firing squad in utah?,Peter Mortensen,Yes,ambigqa
Who was executed by firing squad in utah?,Frank Rose,Yes,ambigqa
Who was executed by firing squad in utah?,Jules Zirmay,Yes,ambigqa
Who was executed by firing squad in utah?,Jules C. E. Szirmay,Yes,ambigqa
Who was executed by firing squad in utah?,Harry Thorne,Yes,ambigqa
Who was executed by firing squad in utah?,Thomas Riley,Yes,ambigqa
Who was executed by firing squad in utah?,Frank Romeo,Yes,ambigqa
Who was executed by firing squad in utah?,Joe Hill,Yes,ambigqa
Who was executed by firing squad in utah?,Howard DeWeese,Yes,ambigqa
Who was executed by firing squad in utah?,John Borich,Yes,ambigqa
Who was executed by firing squad in utah?,Steve Maslich,Yes,ambigqa
Who was executed by firing squad in utah?,Nick Oblizalo,Yes,ambigqa
Who was executed by firing squad in utah?,George H. Gardner,Yes,ambigqa
Who was executed by firing squad in utah?,Omer R. Woods,Yes,ambigqa
Who was executed by firing squad in utah?,Henry C. Hett,Yes,ambigqa
Who was executed by firing squad in utah?,George Allen,Yes,ambigqa
Who was executed by firing squad in utah?,Pedro Cano,Yes,ambigqa
Who was executed by firing squad in utah?,Ralph W. Seyboldt,Yes,ambigqa
Who was executed by firing squad in utah?,Edward McGowan,Yes,ambigqa
Who was executed by firing squad in utah?,Delbert Green,Yes,ambigqa
Who was executed by firing squad in utah?,John W. Deering,Yes,ambigqa
Who was executed by firing squad in utah?,Donald Lawton Condit,Yes,ambigqa
Who was executed by firing squad in utah?,Robert Walter Avery,Yes,ambigqa
Who was executed by firing squad in utah?,Austin Cox Jr.,Yes,ambigqa
Who was executed by firing squad in utah?,James Joseph Roedl,Yes,ambigqa
Who was executed by firing squad in utah?,Eliseo J. Mares Jr.,Yes,ambigqa
Who was executed by firing squad in utah?,Ray Dempsey Gardner,Yes,ambigqa
Who was executed by firing squad in utah?,Don Jesse Neal,Yes,ambigqa
Who was executed by firing squad in utah?,Verne Alfred Braasch,Yes,ambigqa
Who was executed by firing squad in utah?,Melvin Leroy Sullivan,Yes,ambigqa
Who was executed by firing squad in utah?,James W. Rodgers,Yes,ambigqa
Who was executed by firing squad in utah?,Gary Gilmore,Yes,ambigqa
Who was executed by firing squad in utah?,John Albert Taylor,Yes,ambigqa
Who was executed by firing squad in utah?,Ronnie Lee Gardner,Yes,ambigqa
Who was executed by firing squad in utah?,John W Deering,Yes,ambigqa
Who was executed by firing squad in utah?,James W Rodgers,Yes,ambigqa
Who was executed by firing squad in utah?,Eric J. Fowler,No,plausible
Who was executed by firing squad in utah?,Leonard B. Thomas,No,plausible
Who was executed by firing squad in utah?,Kevin R. Myers,No,plausible
Who was executed by firing squad in utah?,Allan West,No,plausible
Who was executed by firing squad in utah?,Douglas A. Baxter,No,plausible
Who was executed by firing squad in utah?,Curtis L. Foster,No,plausible
Who was executed by firing squad in utah?,Vincent C. Bates,No,plausible
Who was executed by firing squad in utah?,Derrick J. Fields,No,plausible
Who was executed by firing squad in utah?,Bradley W. Nelson,No,plausible
Who was executed by firing squad in utah?,Robert K. Hayes,No,plausible
Who was executed by firing squad in utah?,Oliver L. Yates,No,plausible
Who was executed by firing squad in utah?,Frank R. Thornton,No,plausible
Who was executed by firing squad in utah?,Daniel B. Simmons,No,plausible
Who was executed by firing squad in utah?,Harold E. Quinn,No,plausible
Who was executed by firing squad in utah?,Victor L. King,No,plausible
Who was executed by firing squad in utah?,Gregory S. Dixon,No,plausible
Who was executed by firing squad in utah?,Albert R. Boyd,No,plausible
Who was executed by firing squad in utah?,Simon R. Hemming,No,plausible
Who was executed by firing squad in utah?,Michael Travers,No,plausible
Who was executed by firing squad in utah?,Victor J. Daniels,No,plausible
Who was executed by firing squad in utah?,Martin E. Dixon,No,plausible
Who was executed by firing squad in utah?,Philip D. Wright,No,plausible
Who was executed by firing squad in utah?,Anthony F. Hughes,No,plausible
Who was executed by firing squad in utah?,Nathaniel S. Cobb,No,plausible
Who was executed by firing squad in utah?,Gerald B. Scott,No,plausible
Who was executed by firing squad in utah?,Matthew E. Parker,No,plausible
Who was executed by firing squad in utah?,Lawrence J. Harper,No,plausible
Who was executed by firing squad in utah?,Jonathan T. Pierce,No,plausible
Who was executed by firing squad in utah?,Thomas L. Hart,No,plausible
Who was executed by firing squad in utah?,Quentin M. Shaw,No,plausible
Who was executed by firing squad in utah?,Raymond S. Foster,No,plausible
Who was executed by firing squad in utah?,William T. Sawyer,No,plausible
Who was executed by firing squad in utah?,Douglas M. Allen,No,plausible
Who was executed by firing squad in utah?,Benjamin A. Nolan,No,plausible
Who was executed by firing squad in utah?,Charles Lind,No,plausible
Who was executed by firing squad in utah?,Gerald M. Hayes,No,plausible
Who was executed by firing squad in utah?,Peter L. Griffin,No,plausible
Who was executed by firing squad in utah?,Ian J. Matthews,No,plausible
Who was executed by firing squad in utah?,Henry F. Abbott,No,plausible
Who was executed by firing squad in utah?,Oliver P. Greene,No,plausible
Who was executed by firing squad in utah?,Alfred J. Simpson,No,plausible
Who was executed by firing squad in utah?,Samuel P. Hyde,No,plausible
Who was executed by firing squad in utah?,Edward M. Black,No,plausible
Who was executed by firing squad in utah?,Patrick O. Reynolds,No,plausible
Who was executed by firing squad in utah?,Dennis S. Clark,No,plausible
Who was executed by firing squad in utah?,Louis D. Owens,No,plausible
Who was executed by firing squad in utah?,Ernest T. Cooper,No,plausible
Who was executed by firing squad in utah?,Patrick K. Walsh,No,plausible
Who was executed by firing squad in utah?,Edward Hall,No,uninformed
Who was executed by firing squad in utah?,Christopher White,No,uninformed
Who was executed by firing squad in utah?,Gary Nelson,No,uninformed
Who was executed by firing squad in utah?,Robert Jones,No,uninformed
Who was executed by firing squad in utah?,Jacob Adams,No,uninformed
Who was executed by firing squad in utah?,Jeffrey Green,No,uninformed
Who was executed by firing squad in utah?,Gregory Evans,No,uninformed
Who was executed by firing squad in utah?,Stephen Perez,No,uninformed
Who was executed by firing squad in utah?,Jason Wright,No,uninformed
Who was executed by firing squad in utah?,Matthew Harris,No,uninformed
Who was executed by firing squad in utah?,Samuel Parker,No,uninformed
Who was executed by firing squad in utah?,Nathan Cooper,No,uninformed
Who was executed by firing squad in utah?,Paul Bell,No,uninformed
Who was executed by firing squad in utah?,Ryan Baker,No,uninformed
Who was executed by firing squad in utah?,Jerry Reed,No,uninformed
Who was executed by firing squad in utah?,Frank Edwards,No,uninformed
Who was executed by firing squad in utah?,Donald Cox,No,uninformed
Who was executed by firing squad in utah?,Timothy King,No,uninformed
Who was executed by firing squad in utah?,Michael Johnson,No,uninformed
Who was executed by firing squad in utah?,James Miller,No,uninformed
Who was executed by firing squad in utah?,Mark Clark,No,uninformed
Who was executed by firing squad in utah?,Thomas Thompson,No,uninformed
Who was executed by firing squad in utah?,Eric Mitchell,No,uninformed
Who was executed by firing squad in utah?,Kevin Robinson,No,uninformed
Who was executed by firing squad in utah?,Lawrence Long,No,uninformed
Who was executed by firing squad in utah?,Raymond Kelly,No,uninformed
Who was executed by firing squad in utah?,Phillip Foster,No,uninformed
Who was executed by firing squad in utah?,Scott Young,No,uninformed
Who was executed by firing squad in utah?,Richard Wilson,No,uninformed
Who was executed by firing squad in utah?,Andrew Roberts,No,uninformed
Who was executed by firing squad in utah?,Jerry Richardson,No,uninformed
Who was executed by firing squad in utah?,Brian Walker,No,uninformed
Who was executed by firing squad in utah?,Albert Howard,No,uninformed
Who was executed by firing squad in utah?,Alexander Stewart,No,uninformed
Who was executed by firing squad in utah?,John Smith,No,uninformed
Who was executed by firing squad in utah?,Dennis Morris,No,uninformed
Who was executed by firing squad in utah?,Anthony Hughes,No,uninformed
Who was executed by firing squad in utah?,Benjamin Campbell,No,uninformed
Who was executed by firing squad in utah?,Douglas Rogers,No,uninformed
Who was executed by firing squad in utah?,Jonathan Turner,No,uninformed
Who was executed by firing squad in utah?,Larry Sanchez,No,uninformed
Who was executed by firing squad in utah?,David Brown,No,uninformed
Who was executed by firing squad in utah?,William Davis,No,uninformed
Who was executed by firing squad in utah?,Joshua Lewis,No,uninformed
Who was executed by firing squad in utah?,Charles Anderson,No,uninformed
Who was executed by firing squad in utah?,Nicholas Carter,No,uninformed
Who was executed by firing squad in utah?,Adam Morgan,No,uninformed
Who was executed by firing squad in utah?,Stephen Diaz,No,uninformed
Who was executed by firing squad in utah?,George Washington,No,clearly-wrong
Who was executed by firing squad in utah?,Mother Teresa,No,clearly-wrong
Who was executed by firing squad in utah?,Vincent van Gogh,No,clearly-wrong
Who was executed by firing squad in utah?,Marilyn Monroe,No,clearly-wrong
